Entity Name,Alternative Name,Type,Tag
Bostam,,/Boswellia thurifera,No
Bostam,,serrata,No
Bostam,,Carterii,No
Bostam,,Bhauda-jiana,No
Bostam,,papyrifera,No
Bostam,,Frereana,No
Bostam,,glabra/,No
Bouqueran,,/see/ Buckram,No
Bourne,,F.S.A,No
Boxwood forests in Georgia,,,No
Boxwood forests in Georgia,,/Bozzí/,No
Bra,,the word,No
Bracelets,,in Anin,No
Bragadino,,"Marco, husband of Marco Polo’s daughter, Fantina",No
Bragadino,,—— Pietro,No
Brahmanical thread,,,No
Brahmans,Abraiaman,,No
Brahmans,,fish-charmers to the pearl fishery,No
Brahmans,,their character and virtues,No
Brahmans,,their king,No
Brahmans,,their omens,No
Brahmans,,longevity,No
Brahmans,,/Chughi/,No
Brahmans,,Palladian legend of,No
Brahma’s temple,,Hang-chau,No
Brahuis,,,No
Brakhimof,,early capital of Bulgaria,No
Brambanan,,ruins at,No
Bran,Tibetan tsamba,parched barley,No
Brazil wood,,in Locac,No
Brazil wood,,in Sumatra,No
Brazil wood,,manner of growth,No
Brazil wood,,in Ceylon,No
Brazil wood,,in Coilum (/Coilumin/),No
Brazil wood,,different kinds,No
Brazil wood,,vicissitudes of the word,No
Brazil wood,,its use prohibited by Painters’ Guild,No
Bread,,bitter,No
Brephung monastery,,,No
Brephung monastery,,/Bretesche/,No
Bretschneider,,"Dr. Emil (/Medical Researches/), ruins of Bolghar",No
Bretschneider,,the Uíghúr character,No
Bretschneider,,Caucasian Wall,No
Bretschneider,,use of muslin in Samarkand,No
Bretschneider,,on /nakh/ and /nachetti/,No
Bretschneider,,Húlakú‘s expedition to West Asia,No
Bretschneider,,an extract from the /Yüan Si/,No
Bretschneider,,Badakhshan,No
Bretschneider,,Kashgar,No
Bretschneider,,Shachau,No
Bretschneider,,Kamul,No
Bretschneider,,Chingintalas,No
Bretschneider,,the /Stipa inebrians/,No
Bretschneider,,the Utiken Uígúrs,No
Bretschneider,,Erdenidso Monastery,No
Bretschneider,,Belasagun,No
Bretschneider,,death of Chinghiz,No
Bretschneider,,/tung lo/ or /kumiz/,No
Bretschneider,,Kúblái’s death,No
Bretschneider,,Peking,No
Bretschneider,,/verniques/,No
Bretschneider,,clepsydra,No
Bretschneider,,the Bularguchi,No
Bretschneider,,Achmath’s biography,No
Bretschneider,,paper-money,No
Bretschneider,,post stations,No
Bretschneider,,Chinese intoxicating drinks,No
Bretschneider,,regulations for time of dearth,No
Bretschneider,,Lu–Ku-K’iao Bridge,No
Bretschneider,,introduction of plants from Asia into China,No
Bretschneider,,/morus alba/,No
Bretschneider,,Tibet,No
Bretschneider,,bamboo explosions,No
Bretschneider,,the Si-fans,No
Bretschneider,,Cara-jang and Chagan-jang,No
Bretschneider,,Nasr-uddin,No
Bretschneider,,the Alans,No
Bretschneider,,rhubarb in Tangut,No
Bretschneider,,Polo’s “large pears”,No
Bretschneider,,on galangal,No
Bretschneider,,on sugar,No
Bretschneider,,on Zayton,No
Bretschneider,,on wood-oil,No
Bretschneider,,on ostrich,No
Bretschneider,,on Si-la-ni,No
Bretschneider,,on frankincense,No
Bretschneider,,on Magyars,No
Bretschneider,,on Mongol invasion of Poland and Silesia,No
Brichu,Brius,the Upper Kiang),Location
Bridges of Pulisanghin,,,No
Bridges of Pulisanghin,,Sindafu (Ch’êngtu),No
Bridges of Pulisanghin,,Suchau,No
Bridges of Pulisanghin,,Kinsay,No
Bridges of Pulisanghin,,Kien-ning fu,No
Bridges of Pulisanghin,,Fuchau,No
Bridges of Pulisanghin,,"Zayton, or Chinchau",No
Brine-wells,,/see/ Salt,No
Brius,Kin-sha Kiang,Gold River),Location
Brown,,G.G,No
Brown,,—— Sir Thomas,No
Brown,,on Polo,No
Bruce’s Abyssinian Chronology,,,No
Brunetto Latini’s Book,,/Li Tresor/,No
Brunhilda,,,No
Bruun,,"Professor Ph., of Odessa",No
Bucephala,,of Alexander,No
Bucephalus,,breed of,No
Buckrams,,of Arzinga,No
Buckrams,,described,No
Buckrams,,etymology,No
Buckrams,,at Mardin,No
Buckrams,,in Tibet,No
Buckrams,,at Mutfili,No
Buckrams,,Malabar,No
Buddha,,/see/ Sakya Muni,No
Buddhism,,"Buddhists, /see/ Idolatry, Idolaters",No
Buddhist Decalogue,,,No
Buffaloes in Anin,,,No
Buffet and vessels of Kúblái’s table,,,No
Buffet and vessels of Kúblái’s table,,/Bugaei/,No
Buka,Boga,a great Mongol chief,Location
Buka Bosha,,1st Mongolian Governor of Bokhara,No
Búkú Khan,,"of the Hoei–Hu, or Uighúrs",Location
Bularguji,Bularguchi,“The Keeper of Lost Property”,No
Bulgaria,,Great,Location
Bulughán,Bolgana,Queen,Person
Bulughán,Bolgana,—— another,Person
Bundúkdár,,Amír Aláuddín Aidekín (“The Arblaster”),No
Bundúkdári,,"Malik Dáhir Ruknuddín Bíbars (Bendocquedar), Mameluke Sultan",Person
Bundúkdári,,of Egypt,Person
Bundúkdári,,killed by kumiz,Person
Buraets,,"or Burgats, the",No
Búrkán Káldún,,,No
Burma,Ava,King of (/See/ also Mien.),Person
Burnell,,Arthur,No
Burning the Dead,,/see/ Cremation,No
Burning the Dead,,—— heretical books,No
Burning the Dead,,"—— paper-money, etc., at funerals",No
Burning the Dead,,—— Widows in South India,No
Burrough,,Christopher,No
Burton,,Captain R.F,No
Bushell,,"Dr. S.W., his visit to Shang-tu",Person
Bushell,,on the Khitan Scripts,Person
Bushell,,Tangut rulers,Person
Bushell,,orders for post-horses,Person
Butchers,,in Kashmir,No
Butchers,,Tibet,No
Butchers,,S. India,No
Butiflis,Mutfili,,No
Butler,,/Hudibras/,No
Buyid dynasty,,,No
Buyid dynasty,,,No
Ca’ Polo,,"Ca’ Milion, Corte del Millioni, the house of the",No
Ca’ Polo,,Polos at Venice,No
Caaju,,castle of,Location
Cabs,,Peking,Location
Cacanfu,Hokiang-fu,,Location
Cachanfu,P’uchau-fu,Ho-chung-fu),Location
Cachar Modun,,,No
Cachilpatnam,,,No
Cachilpatnam,,/Cadmia/,No
Caesalpinia,,,No
Caesarea of Cappadocia,Casaria Kaisaríya,,No
Caichu,,"castle of (Kiai-chau, or Hiai-chau?)",Location
Caidu,,/see/ Kaidu,Person
Caiju,,on the Hwang–Ho,No
Caiju,,"—— on the Kiang, Kwachau",No
Cail,Káyal,,Location
Cail,,a great port of Commerce,Location
Cail,,the king,Location
Cail,,identified,Location
Cail,,meaning of name,Location
Cail,,remains of,Location
Caindu,K’ien-ch’ang,a region of Eastern Tibet,Location
Caingan,Ciangan,Kiahing),No
Cairo,,,Location
Cairo,,museum at,Location
Cairo,,ventilators at. (/See/ Babylon.),Location
Caiton,,/see/ Zayton,Location
Cala Ataperistan,Kala’ Atishparastán,“Castle of the Fire Worshippers”,Location
Calachan,Kalaján,,No
Calaiate,,"Calatu, /see/ Kalhat",Location
Calamanz,,the word,No
Calamina,,city,Location
Caldwell,,"Rev. Dr. R., on devil-dancing among the Shanars",No
Caldwell,,on name of Ceylon,No
Caldwell,,on Shahr–Mandi and Sundara Pandi,No
Caldwell,,on the Tower at Negapatam,No
Caldwell,,etymology of Chilaw,No
Caldwell,,on Pacauta,No
Caldwell,,Govis,No
Caldwell,,singular custom of arrest,No
Caldwell,,rainy season,No
Caldwell,,food of horses,No
Caldwell,,Shanar devil-images,No
Caldwell,,/choiach/,No
Caldwell,,"Cail, or Kayál city",No
Caldwell,,/Kolkhoi/,No
Caldwell,,King Ashar of Cail,No
Caldwell,,/Kollam/,No
Caldwell,,/Pinati/,No
Caldwell,,etymology of Sapong,No
Caldwell,,Cape Comorin,No
Calendar,,Ecclesiastical Buddhist,No
Calendar,,the Tartar,No
Calendar,,of Brahmans,No
Calendar,,of Documents relating to Marco Polo and his family,No
Calicut,,,Location
Calicut,,"King of, and his costume",Location
Calif,Khalif^,/see/ Khalif,Person
Caligine,,"Calizene (Khálij, a canal from Nile)",No
Camadi, Dakiánús,city,No
Cambaluc,Khanbaligh,"or Peking), capital of Cathay",Location
Cambaluc,,Kúblái’s return thither after defeating Nayan,Location
Cambaluc,,the palace,Location
Cambaluc,,the city,Location
Cambaluc,,"its size, walls, gates, and streets, the Bell Tower, etc.",Location
Cambaluc,,period of khan’s stay there,Location
Cambaluc,,its suburbs and hostelries,Location
Cambaluc,,"cemeteries, women, patrols",Location
Cambaluc,,its traffic,Location
Cambaluc,,the Emperor’s Mint,Location
Cambaluc,,palace of the Twelve Barons,Location
Cambaluc,,roads radiating from,Location
Cambaluc,,astrologers of,Location
Cambay,Cambaet,"Cambeth, Kunbáyat), kingdom of",Location
Cambuscan,,"of Chaucer, corruption of Chinghiz",No
Camel-bird,,/see/ Ostrich,No
Camels,,mange treated with oil,No
Camels,,camlets from wool of,No
Camels,,white,No
Camels,,incensing,No
Camels,,alleged to be eaten in Madagascar,No
Camels,,really eaten in Magadoxo,No
Camels,,ridden in war,No
Camexu,,"Kamichu, /see/ Campichu",No
Camlets,cammellotti,,No
Camoens,,,No
Camphor  trees in Fo-kien,Laurus Camphora,,No
Camphor  trees in Fo-kien,,—— of Sumatra,No
Camphor  trees in Fo-kien,,Fansuri,No
Camphor  trees in Fo-kien,,earliest mention of,No
Camphor  trees in Fo-kien,,superstitions regarding,No
Camphor  trees in Fo-kien,,"description of the tree, /Dryabalanops Camphora/",No
Camphor  trees in Fo-kien,,value attached by Chinese to,No
Camphor  trees in Fo-kien,,recent prices of,No
Camphor  trees in Fo-kien,,its use with betel,No
Camphor  trees in Fo-kien,,—— oil,No
Campichu,Kanchau,city of,Location
Camul,Kamul,province,Location
Camul,,"/Camut/, fine shagreen leather",No
Canal,,"Grand, of China",No
Canal,,construction of,No
Canale,,"Cristoforo, MS. by",No
Canale,,"—— Martino da, French Chronicle of Venice by",No
Cananor,,kingdom,Location
Cananore,,,No
Canara,,,No
Cancamum,,,No
Cancamum,,/Canela brava/,No
Canes,,Polo’s name for bamboos,No
Cannibalism,,,No
Cannibalism,,"ascribed to Tibetans, Kashmiris, etc",No
Cannibalism,,to Hill-people in Fo-kien,No
Cannibalism,,to islanders in Seas of China and India,No
Cannibalism,,in Sumatra,No
Cannibalism,,regulations of the Battas,No
Cannibalism,,ascribed to Andaman islanders,No
Cannibals,,i.e. Caribs,No
Canonical Hours,,,No
Cansay,Kinsay,,Location
Canton,,,No
Cape Comorin,,see Comari; Temple at,No
Cape Comorin,,—— Corrientes (of Currents),No
Cape Comorin,,—— Delgado,No
Cape Comorin,,—— of Good Hope,No
Cape Comorin,,"/Capidoglio/ (/Capdoille/), sperm-whale",No
Cappadocian horses,,,No
Capus,,G,No
Caracoron,Kará Korum,,Location
Carajan ,Caraian,"Karájang, or Yun-nan), province",Location
Caramoran River ,Hwang–Ho,,Location
Carans,,or Scarans,No
Caraonas ,Karaunahs,a robber tribe,Location
Carats,,,No
Carats,,"/Carbine/, etymology of",No
Cardinal’s Wit,,,No
Caribs,,i.e. cannibals,No
Carpets,,,No
Carpets,,of Turcomania (Turkey),No
Carpets,,Persian,No
Carpets,,Kerman,No
Carriages,,,No
Carriages,,at Kinsay,No
Carriages,,Chinese,No
Carrion,,shot from engines,No
Carrion,,"/Carta Catalana/, Catalan Map of 1375",No
Carrion,,"/Carte/, à la",No
Carts,,Mongol,No
Casan,,see Gházán Khan,No
Casaria,Caesarea of Cappadocia,,No
Cascar,Kashgar,,Location
Cascar,,/Chaukans/ of,Location
Casem,,/see/ Kishm,Location
Caspian Sea ,"Sea of Ghel,sea of Ghelan",,Location
Caspian Sea ,,ancient error about,Location
Caspian Sea ,,its numerous names,Location
Cassay,,/see/ Kinsay,Location
Cassia,,,No
Cassia,,—— buds,No
Cassia,,—— fistula,No
Castaldi,,"Panfilo, his alleged invention of movable types",No
Castambol,,,No
Castelli,,P. Cristoforo di,No
Casvin,Kazvín,a kingdom of Persia,Location
Catalan Navy,,,No
Cathay,Northern China,,Location
Cathay,,origin of name,Location
Cathay,,coal in,Location
Cathay,,idols,Location
Cathay,,"Cambaluc, the capital of, /see/ Cambaluc",Location
Cathay,,"Cathayans, v. Ahmad",Location
Cathay,,their wine,Location
Cathay,,astrologers,Location
Cathay,,religion,Location
Cathay,,"politeness, filial duty, gaol deliveries, gambling",Location
Catholics,,,No
Catholics,,"Catholicos, of Sis",No
Catholics,,of the Nestorians,No
Cators ,chakors,great partridges,No
Cat’s Head Tablet,,,No
Cats in China,,,No
Caucasian Wall,,,No
Caugigu,,province,No
Caulking,,of Chinese ships,No
Cauly,,Kauli (Corea),No
Causeway,,south of the Yellow River,No
Cauterising children’s heads,,,No
Cave-houses,,,No
Cavo de Eli,,,No
Cavo de Eli,,"—— de Diab, ii. 417n",No
Cayu (Kao-yu),,,No
Celtic Church,,,No
Census,,of houses in Kinsay,No
Census,,tickets,No
Ceremonial of Mongol Court,,/see/ Etiquette,No
Ceylon,Seilan,,Location
Ceylon,,circuit of,Location
Ceylon,,etymology of,Location
Ceylon,,customs of natives,Location
Ceylon,,mountain of Adam’s (/alias/ Sagamoni Borcan’s) Sepulchre,Location
Ceylon,,history of Buddha,Location
Ceylon,,origin of idolatry,Location
Ceylon,,subject to China,Location
Ceylon,,"King of, his pearl-ponds",Location
Chachan,Charchan,Charchand),No
Chagatai,Sigatay,"Kúblái’s uncle, son of Chinghiz",Person
Chaghán-Jáng,,,No
Chaghan–Kuren,,,No
Chaghan–Nor ,White Lake,N.E. of Kamul,No
Chaghan–Nor ,,"—— (Chaghan, or Tsaghan Balghasun), site of Kúblái’s palace",No
Chairs,,silver,No
Chairs,,"/Chakor (cator)/, great partridges",No
Chalcedony and jasper,,,No
Chalukya Malla kings,,,No
Champa,Chamba,kingdom of,Location
Champa,,Kúblái’s expedition,Location
Champa,,the king and his wives,Location
Champa,,products,Location
Champa,,locality,Location
Champa,,invaded by king of Lukyn,Location
Chandra Banu,,,No
Chandu,Shangtu,city of peace of Kúblái,Location
Changan,,,No
Chang-chau ,Chinginju,,Location
Chang-chau ,,—— in Fo-kien,Location
Chang-chau ,,Zayton (?),Location
Chang-chau ,,Christian remains at,Location
Ch’ang Ch’un,,/travels/,Location
Changgan,Chang-ngan,,No
Changgan,,"/Chang-kia-Kau/, the gate in the Great Wall",No
Chang K’ien,,,No
Chang-shan,Chanshan,,No
Ch’ang Te ,,/Si Shi Ki/,No
Chang Te-hui,,a Chinese teacher,No
Chang-y,Chenchu,,No
Chang Yao,,Chinese general,No
Chang Yao,,"/Cháo de Bux (Cavo di Bussi)/, boxwood",No
Chaohien,,Sung Prince,No
Chaohien,,"/Cháo-Khánahs/, bank-note offices in Persia",No
Cháo Naiman Sumé Khotan,,"or Shangtu, “city of the 108 temples”",No
Cháo Naiman Sumé Khotan,,"/Cháo/, paper-money",No
Cháo Naiman Sumé Khotan,,"/Cháo/, title of Siamese and Shan Princes",No
Chaotong,,,No
Chapu,,,No
Characters,,"written, four acquired by Marco Polo",No
Characters,,"one in Manzi, but divers spoken dialects",No
Charchan,Chachan of Johnson,Charchand),No
Charcoal,,"store in Peking, palace garden of",No
Charities,,Kúblái’s,No
Charities,,Buddhistic and Chinese,No
Charities,,at Kinsay,No
Charles VIII,,of France,No
Chau dynasty,,,No
Chaucer,,quoted,No
Chaucer,,"/Chaukans/, temporary wives at Kashgar",No
Chaul,,,No
Cheapness in China,,,No
Cheetas,,or hunting leopards,No
Cheh-kiang,,cremation common during Sung dynasty in,Location
Cheh-kiang,,roads into Fo-kien from,Location
Cheinan,,Gulf of,Location
Chenchau,,or Iching hien,No
Chenching,Cochin–China,,No
Chenchu,Chang-y,conspires with Vanchu /v./ Ahmad,Person
Ch’eng-ting fu,,,No
Ch’êng-Tsu,Yung-lo,Emperor,Person
Ch’êng-tu,Sze-ch’wan,,No
Ch’êngtu-fu,Sindafu,,No
Cheu,,the Seven,No
Chibai and Chiban,,,No
Chichiklik Pass,,,No
Chien-ch’ang,Caindu,,No
Chihli,,plain of,Location
Chilaw,,,No
Chiliánwála,,battlefield of,Location
Chilu-ku,,last Karakhitai king,Person
Chin,,Sea of,Location
China,,,Location
China,,/Imperial Maritime Customs Returns for 1900/,Location
China,,Dominicans in,Location
China,,paved roads in,Location
China,,relations with Korea and Japan,Location
China,,the name,Location
China,,king of Malacca at Court of,Location
China,,trade from Arabia to,Location
China,,from Sofala in Africa,Location
China,,(/See/ also Cathay and Manzi.),Location
Chinangli,T’sinan-fu,,No
Chinangli,,"/Chinár/, Oriental planes",No
Chinchau,,"Chincheo, Chinchew, Chwanchew, Tswanchau, /see/ Zayton",No
Chinese,,,No
Chinese,,Polo ignorant of the languages,No
Chinese,,epigrams,No
Chinese,,funeral and mourning customs,No
Chinese,,feeling towards Kúblái,No
Chinese,,religion and irreligion,No
Chinese,,their politeness and filial piety,No
Chinese,,gambling,No
Chinese,,character for integrity,No
Chinese,,written character and varieties of dialect,No
Chinese,,ships,No
Chinese,,pagodas at Negapatam and elsewhere,No
Chinese,,coins found in Southern India,No
Chinese,,pottery,No
Chinese,,trade and intercourse with Southern India,No
Chinghian-fu,Chinkiang-fu,,No
Chinghiz Khan,,,Person
Chinghiz Khan,,reported to be a Christian,Person
Chinghiz Khan,,Aung Khan’s saying of,Person
Chinghiz Khan,,his use of Uíghúr character,Person
Chinghiz Khan,,Erzrum taken by,Person
Chinghiz Khan,,harries Balkh,Person
Chinghiz Khan,,captures Talikan,Person
Chinghiz Khan,,ravages Badakhshan,Person
Chinghiz Khan,,his respect for Christians,Person
Chinghiz Khan,,subjugates Kutchluk Khân,Person
Chinghiz Khan,,his campaigns in Tangut,Person
Chinghiz Khan,,Rubruquis’ account of,Person
Chinghiz Khan,,made king of the Tartars,Person
Chinghiz Khan,,his system of conquests,Person
Chinghiz Khan,,and Prester John,Person
Chinghiz Khan,,divining by twigs — presage of victory,Person
Chinghiz Khan,,defeats and slays Prester John,Person
Chinghiz Khan,,his death and burial-place,Person
Chinghiz Khan,,his aim at conquest of the world,Person
Chinghiz Khan,,his funeral,Person
Chinghiz Khan,,his army,Person
Chinghiz Khan,,defeats the Merkits,Person
Chinghiz Khan,,relations between Prester John’s and his families,Person
Chinghiz Khan,,the Horiad tribe,Person
Chinghiz Khan,,his prophecy about Kúblái,Person
Chinghiz Khan,,rewards his captains,Person
Chinghiz Khan,,captures Peking,Person
Chinghiz Khan,,defeats and slays Taiyang Khan,Person
Chinghiz Khan,,his alleged invasion of Tibet,Person
Chinghiz Khan,,his mechanical artillery,Person
Chinghiz Khan,,his cruelty,Person
Chinghiz Khan,,Table of Genealogy of his House,Person
Chinghiz Tora,,,No
Ching-hoang tower at Hangchau-fu,,,No
Chinginju ,Chang-chau,,No
Chingintalas,,province,Location
Chingintalas,,its identification,Location
Chingkim,,"Chinkin, Chimkin, Kúblái’s favourite son and heir-apparent",Person
Chingkim,,his palace,Person
Chingsang,,"Ching-siang (Chinisan), title of a Chief Minister of State",No
Chingting-fu ,Acbaluc,,No
Chingtsu,,"or Yung-lo, Emperor",Person
Chingtsu,,"/Chíní/, coarse sugar",Person
Chinju,Tinju,,No
Chinju ,Tinju,"/Chin-tan/, or /Chínasthána/, Chinese etymology of",No
Chinuchi,,"Cunichi, Kúblái’s Masters of the Hounds",Person
Chipangu,Japan,,Location
Chipangu,,account of Kúblái’s expedition /v./,Location
Chipangu,,its disasters,Location
Chipangu,,history of expedition,Location
Chipangu,,relations with China and Korea,Location
Chitral,,,No
Chitral,,/Chloroxylon Dupada/,No
Cho-chau ,Juju,,No
Cho-chau ,,"/Choiach/, the term",No
Chola,,"or Sola-desam (Soli, Tanjore)",No
Chonka,Fo-kien,kingdom of,Location
Chonka,Fo-kien,explanation of name,Location
Chonkwé,,,No
Chorcha,,/see/ Churchin,No
Christian,,astrologers,No
Christian,,"churches in China, early",No
Christian,,inscription of Singanfu,No
Christian,,Alans in the Mongol service,No
Christianity,,attributed to Chinghizide princes,No
Christianity,,Kúblái’s views on,No
Christianity,,"—— former, of Socotra",No
Christians,,"of the Greek rite, Georgians",No
Christians,,and Russians,No
Christians,,"Jacobite and Nestorian, at Mosul",No
Christians,,among the Kurds,No
Christians,,and the Khalif of Baghdad — the miracle of the mountain and the,No
Christians,,one-eyed cobbler,No
Christians,,Kashgar,No
Christians,,in Samarkand,No
Christians,,the miracle of the stone removed,No
Christians,,Yarkand,No
Christians,,Tangut,No
Christians,,Chingintalas,No
Christians,,Suh-chau,No
Christians,,Kan-chau,No
Christians,,in Chinghiz’s camp,No
Christians,,Erguiul and Sinju,No
Christians,,Egrigaia,No
Christians,,Tenduc,No
Christians,,Nayan and the Khan’s decision,No
Christians,,at Kúblái’s Court,No
Christians,,in Yun-nan,No
Christians,,Cacanfu,No
Christians,,Yang-chau,No
Christians,,churches at Chin-kiang fu,No
Christians,,at Kinsay,No
Christians,,St. Thomas’,No
Christians,,Coilum,No
Christians,,Male and Female Islands,No
Christians,,Socotra,No
Christians,,Abyssinia and fire baptism,No
