Entity Name	Type
Military engines of the Middle Ages	effect of Mangonel on Saracens
Military engines of the Middle Ages	procured by Kúblái for siege of Siang-yang
Military engines of the Middle Ages	Chinese and Persian histories on
Military engines of the Middle Ages	known to Mongols and Chinese
Military engines of the Middle Ages	"the Karabugha, or Calabra"
Military engines of the Middle Ages	the P’ao
Milk	"portable, or curd"
Milk	rite of sprinkling Mare’s
Million	use of the numeral
Millione	"Millioni, nickname for Polo and his book"
Millioni	Corte del
Milne	
Minao district	
Mines and Minerals	"see Iron, Silver, etc"
Minever	see Menuvair
Ming	"the Chinese dynasty which ousted the Mongols, A.D. 1368"
Ming	their changes in Peking
Ming	their paper-money
Ming	their effeminate customs
Ming	expeditions to India
Ming	annals
Mingan	Khan’s Master of Hounds
Ming-ti	Emperor
Minján	dialect of
Minotto	Professor A.S
Min River (in Fokien)	
Min River (in Fokien	DASH River (in Szech’wan)
Mint	the Khan’s
Mintsing-hien	
Mious River	
Miracle Stories	
Miracle Stories	fish in Lent
Miracle Stories	Mountain moved
Miracle Stories	St. Barsamo’s girdles
Miracle Stories	Holy Fire
Miracle Stories	Stone at Samarkand
Miracle Stories	at St. Thomas’ Shrine
Miracle Stories	
Mírat	
Mírat	Mire French for leech
Mirkhond	
Mirobolans	
Mirobolans	"Miskál, a weight. (See also Saggio.)"
Mirobolans	"Misri, sugar-candy"
Missionary Friars	powers conferred on
Missionary Friars	in China in 14th century
Missionary Friars	DASH Martyrs
Moa of New Zealand	
Modhafferians	the
Modun Khotan (“Wood-ville”)	
Moghistan	
Mohammed	"son of Yusuf Kelefi, founder of Shíráz"
Mohammerah	
Mohiuddin	
Mokli	the Jelair
Molayu	
Molebar	see Malabar
Molephatan	
Molière	Pastorale Comique
Moluccas	
Mombasa	
Momein	
Monasteries of Idolaters (Buddhists)	
Money	paper
Money	DASH values
Mongol conquests	
Mongol conquests	capture Soldaia
Mongol conquests	Bolghar
Mongol conquests	treachery and cruelty
Mongol conquests	their inroads
Mongol conquests	Bakh city
Mongol conquests	invade Balakhshán
Mongol conquests	invasion of Poland and Silesia
Mongon Khan	see Mangu
Mongotay (Mangkutai	a Mongol officer
Monkeys	
Monkeys	passed off as pygmies
Monks	idolatrous. (See Monasteries.)
Monnier	"Marcel, his visit to Karakorum"
Monnier	on the Ch’êng-tu Suspension Bridge
Monoceros and Maiden	legend of
Monophysitism	
Monsoons	
Montecorvino	"John, Archbishop of Cambaluc"
Monte d’Ely	
Montgomerie	Major T.G. (R.E.) (Indian Survey)
Montgomerie	on fire at great altitudes
Montgomerie	position of Kashgar and Yarkund
Monument at Si-ngan fu	Christian
Moon	Mountains of the
Moore	Light of the Harem
Moplas	see Mapillas
Morgan	E. Delmar
Mortagne	siege of
Mortagne	"Morus alba, silk-worm tree"
Moscow	Tartar Massacre at
Mosolin	"or Muslin (Mosolini), Mo-sze, Arab Mauçili"
Mossos	a tribe
Mosta’sim Billah	last Abbaside Khalif of Baghdad
Mosta’sim Billah	story of his avarice and death
Mosta’sim Billah	Mostocotto
Mosul (Mausul)	
Motapallé	see Mutfili
Motawakkil	Khalif
Moule	Bishop G.E
Mount	"Green, in Palace grounds at Peking"
Mount	DASH St Thomas
Mount	"DASH D’Ely, see Monte d’Ely"
Mountain	"Old Man of the, see Old Man of the"
Mountain	DASH Miracle of the
Mountain	"DASH Road in Shensi, extraordinary"
Mourning customs	
Mourning customs	at Hormuz
Mourning customs	in Tangut
Mourning customs	at Kinsay
Mozambique Channel	
Muang	term applied in Shan countries (Laos and W. Yunnan) to fortified
Muang	"towns, as:—"
Muang	Muang–Chi
Muang	"Muang, or Maung Maorong"
Muang	Muang Shung
Muang	Muang Yong
Muláhidah (Mulehet)	"Alamút, Chinese Mulahi), epithet of Ismaelites"
Mulberry Trees	
Mul–Java	
Müller	F.W.K
Müller	Professor Max
Müller	on Couvade
Müller	on stories of Buddha and St. Josafat
Multan	
Múnál pheasant (Lopophorus impeyanus)	described by Aelian
Mung (Nicaea)	
Mungasht	"hill fort, stronghold of the Atabegs"
Mungul	name applied to Tartars. (See Mongol.)
Mungul–Temur and Mongo–Temur	see Mangu–Temur
Murad Beg	of Kunduz
Murghab River	
Murray	"Dr. J.A.H., on Couvade"
Murray	DASH Hugh
Murus Ussu (Brius	Upper Kiang)
Mus	"Merdin (Mush, Mardin)"
Musa’úd	Prince of Hormuz
Musk	animal (Moschus)
Musk	DASH earliest mention of and use in medicine
Muslin	see Mosolin
Mutfili (Motapallé for Telingana)	
Mutfili (Motapallé for Telingana)	its diamonds
Mutfili (Motapallé for Telingana)	identified
Muza	
Mynibar	
Mysore	
Mystic number	see Numbers
Mystic number	
Nac	"Nasich, Naques (Nakh), a kind of brocade"
Nac	"Nachetti, silk stuff interwoven with gold"
Nac	"Nakhut, gold brocade"
Nakkára (Naccara)	"Nacaires), the great kettledrum signalling action"
Nakkára (Naccara)	Nákshatra
Nalanda	
Nan–Chao	"formerly Ai–Lao, Shan dynasty in Yun-nan"
Nancouri	
Nanghin (Ngan-king)	
Nangiass	Mongol name of Manzi
Nankau	"archway in Pass of, with polyglot inscription"
Nanking	not named by Polo
Nanwuli	
Naobanján	
Naoshirwan	
Naphtha in the Caucasian country	
Naphtha in the Caucasian country	DASH Fire used in war by the Karaunahs
Napier	Sir C
Napoleon III	
Napoleon III	his researches and experiments on mediaeval engines of war
Narikela–Dvipa	
Narin–Kaleh	fortress
Narkandam	volcanic island
Narsinga	King of
Narwhal tusk	mediaeval Unicorn’s Horn
Nasich	see Nac
Nasruddin (Nescradin)	officer in the Mongol Service
Nassir-uddin	"Mahmud, Sultan of Delhi"
Natigay	Tartar idol
Nava–Khanda	or Nine Divisions of Ancient India
Navapa (Lop?)	
Naversa (ancient Anazarbus	"in Cilicia, under Taurus"
Nayan	"Kúblái’s kinsman, his revolt"
Nayan	Kúblái marches against
Nayan	routed in battle
Nayan	put to death by Kúblái
Nayan	earchus at Hormuz
Nebila and Mangla islands	
Nebuchadnezzar	
Necklaces	precious
Necuveran	see Nicobar
Negapatam	Chinese Pagoda at
Negroes described	
Negropont	
Nellore	
Nemej	"Niemicz (“Dumb”), applied to Germans by Slavs"
Nerghi	Plain of
Nerghi	Neri (pigs)
Nescradin	see Nasruddin
Nescradin	Nesnás (a goblin)
Nestorian Christians	at Mosul
Nestorian Christians	Tauris
Nestorian Christians	Kashgar
Nestorian Christians	Samarkand
Nestorian Christians	Yarkand
Nestorian Christians	Tangut
Nestorian Christians	Kamul
Nestorian Christians	Chingintalas
Nestorian Christians	Sukchur
Nestorian Christians	"Kampichu, Kan-chau"
Nestorian Christians	their diffusion in Asia
Nestorian Christians	among the Mongols
Nestorian Christians	Erguiul and Sinju
Nestorian Christians	Egrigaia
Nestorian Christians	Tenduc
Nestorian Christians	China
Nestorian Christians	"Yachi, or Yun-nan fu"
Nestorian Christians	Cacanfu
Nestorian Christians	Yang-chau
Nestorian Christians	one in Polo’s suite
Nestorian Christians	churches at Chinghianfu
Nestorian Christians	church at Kinsay
Nestorian Christians	at St. Thomas
Nestorian Christians	Patriarch of
Nestorian Christians	Metropolitan
Nestorius	Patriarch of Constantinople
Nevergún Pass	
New Year Festival at Kúblái’s Court	
Neza Tash Pass	
Ngan-king (Nanghin)	
Ngan-ning-ho River	
Ngantung	Mongol general
Ngo-ning	or Ho-nhi
Nia (ancient Ni-jang	in Khotan
Nias Island	
Nibong Palm	
Nicaea of Alexander	
Nicholson	Edward B
Nicobar (Necuveran) Islands	
Nicobar (Necuveran) Islands	etymology and people
Nicolas of Pistoia	
Nicolas	Christian name of Ahmad Sultan
Nicolas	"DASH Friar, of Vicenza"
Nicolas IV	Pope
Nieuhoff	
Nigudar (Nogodar	Mongol princes
Nigudarian bands	
Nilawár (Nellore)	
Nile	sources of
Nileshwaram	
Nileshwaram	"Nímchah Musulmán, “Half-and-Halfs”"
Nine	auspicious number among Tartars
Nine Provinces (India)	
Nine Provinces (India)	(China)
Ning-hsia	or hia (Egrigaia)
Ningpo	
Ning-yuan fu	
Niriz	steel mines of
Nirvana	figures of Buddha in
Nishapúr	
Niuché (Yuché	Chinese name for the Churchés or race of Kin Empire
Noah’s Ark in Armenia	
Nobles of Venice	
Nobles of Venice	Polo’s claim to be one
Nochdarizari	mountains north of Kabul
Nogai Khan	
Nogai Khan	his intrigues and wars
Nogai Khan	his history
Nogai Khan	wars with Toctai
Nogodar (Nigudar	"King of the Caraonas, story of"
Nomad tribes of Persia	
Nomogan (Numughan	Kúblái’s son
None	"Nono, Nuna, title given to younger brothers or subordinate"
None	princes
North	regions of the Far
North Star	see Pole–Star
Note Book	Polo’s
Novgorod	
Nubia	St. Thomas
Nubia	alleged use of elephants in
Nukdaris	tribe west of Kabul
Nuksán Pass	
Numbers	mystic or auspicious
Numbers	Nine
Numbers	one hundred and eight
Numbers	"Nuna, see None"
Nusi–Ibrahim	
Nutmegs	
Nyuché	"or Churché, race of Kin Emperors, see Niuché"
Nyuché	
Oak of Hebron	see Terebinth
Oaracta (Kishm	or Brakht)
Obedience of Ismaelites	extraordinary
Obi River	
Observatory at Peking	
Ocean Sea	
Ocean Sea	"other seas, parts of"
Ocoloro Island	
Odoric	Friar
Odoric	on Kinsay
Odoric	on Fu-chau
Odoric	Zayton
Odoric	Java
Odoric	Champa
Odoric	Sumatra
Odoric	on sago tree
Odoric	on products of Ceylon
Odoric	St. Thomas’s
Odoric	Pepper Forest
Odoric	brazil-wood
Odoric	Thána
Oger	the Dane
Ogotai Khan	see Okkodai
Oil from the Holy Sepulchre	
Oil from the Holy Sepulchre	fountain of (Naphtha) at Baku
Oil from the Holy Sepulchre	whale
Oil from the Holy Sepulchre	"DASH head (Capidoglio, or Sperm whale)"
Oil from the Holy Sepulchre	DASH walnut and Sesamé
Oirad	"or Uirad (Horiad), a great Tartar tribe"
Okkodai Khan	third son of Chinghiz
Olak	"Illuk, Aulak, see Lac"
Old Man of the Mountain (Aloadin)	
Old Man of the Mountain (Aloadin)	his envoys to St. Lewis
Old Man of the Mountain (Aloadin)	account of
Old Man of the Mountain (Aloadin)	how he trained his Assassins
Old Man of the Mountain (Aloadin)	the Syrian
Old Man of the Mountain (Aloadin)	his subordinate chiefs
Old Man of the Mountain (Aloadin)	his end
Old Man of the Mountain (Aloadin)	modern representative
Oljaïtu Khan	his correspondence with European princes
Oljaïtu Khan	his tomb
Oman	
Omens	much regarded in Maabar
Omens	by the Brahmans
Onan Kerule	near Baikal
Ondanique (fine kind of steel)	"Andaine, Andanicum, Hundwáníy"
Ondanique (fine kind of steel)	in Kerman
Ondanique (fine kind of steel)	Chingintalas
Oppert	"Dr. Gustavus, Book on Prester John, Der Presbyter Johannes in"
Oppert	Sage und Geschichte
Orang Gugu	
Orang Malayu River	
Orang Malayu River	Or Batuz
Orbelian	"John, identified by Bruun with Prester John"
Ordos	the Mongols of
Organa (Jerún)	Persian Gerún
Oriental phrases in Polo’s dictation	
Orissa	
Orkhon River	
Orleans	defence of
Orleans	DASH Isle d’
Orleans	"Orloks, or Marshals of the Mongol Host"
Oroech	
Oroech	"Oron, Mongol for a region or realm"
Oroech	"Orphani, strange customs of the"
Oroech	"Osci, the word"
Ostriches	
Ostyaks	
Otto	Bishop of Freisingen
Oulatay (Uladai)	Tartar envoy from Persia
Oulatay (Uladai)	"Ovis Poli, see Sheep"
Oulatay (Uladai)	"Oweke, see Ucaca"
Owen	Professor
Owen	"Rev. Gray, on the Lolos"
Owen	"Owo, Mongol for Musk"
Oxen	"humped, in Kerman"
Oxen	"wild, shaggy (Yaks)"
Oxen	DASH wild (Beyamini)
Oxen	in East Tibet
Oxen	Burma
Oxen	in Bengal
Oxen	Anin
Oxen	worshipped
Oxen	"figures of, worn"
Oxenham	Atlas
Oxydracae	the
Oxydracae	Oxyrhynchus
Oxus Valley and River	
Oxus Valley and River	Ozene
Oxus Valley and River	
Pacamuria (Baccanor)	
Pacauta! (an invocation)	
Pacem	see Pasei
Paddle-wheel barges	
Paderin	"Mr., visits Karákorum"
Pádishah Khátún of Kerman	
Padma Sambhava	
Pagán (in Burma)	
Pagán (in Burma)	ruins at
Pagán (in Burma)	empire of
Pagán (in Burma)	DASH Old (Tagaung)
Pagaroyang	inscriptions from
Paggi Islands	
Pagodas	Burmese
Pagodas	alleged Chinese in India
Pahang	
Paï	or Peyih tribe
Paipurth (Baiburt)	
Pai-yen-ching	
Pai-yen-ching	"Paizah, or Golden Tablet of Honour"
Pai-yen-ching	DASH and Yarligh
Pakwiha	China ware
Pakwiha	"Pala, a bird"
Palace of Khan at Chagannor	
Palace of Khan at Chagannor	at Chandu (Shangtu)
Palace of Khan at Chagannor	of cane
Palace of Khan at Chagannor	at Langtin
Palace of Khan at Chagannor	Cambaluc
Palace of Khan at Chagannor	on Green Mount
Palace of Khan at Chagannor	at Kenjanfu (Si-ngan fu)
Palace of Khan at Chagannor	of the Empire of Manzi at Kinsay
Palace of Khan at Chagannor	"in Chipangu, paved and roofed with gold"
Palembang	
Palembang	"Paliolle, Or de, for gold dust"
Palladius	the Archimandrite
Palm (Measure)	
Palm Wine	see Wine of Palm
Pamier (Pamir)	Plain of
Pamier (Pamir)	its wild sheep
Pamier (Pamir)	great height
Pamier (Pamir)	"pasture, etc."
Pamier (Pamir)	"described by Hiuen Tsang, Wood, Goës, Abdul Mejid, Colonel Gordon and"
Pamier (Pamir)	others
Pamier (Pamir)	Dr. M.A. Stein on
Pamier (Pamir)	Lord Curzon on number of
Pan–Asiatic usages	
Pandarani	or Fandaraina
Pandit Manphul	
Pandrethan in Kashmir	Buddhist temple at
Pandyan kings	
Panja River	or Upper Oxus
Panjáb	
Panjkora	
Panjshir	
Pantaleon	coins of
Panthé	or Mahomedan Kingdom in Yun-nan
Panya (or Pengya	in Burma
Pao-ki h’ien	
Paonano Pao	
Papé	Papesifu
Paper-money (Chao	Kúblái’s made from bark
Paper-money (Chao	modern. (See also Currency.)
Papien River	
Paquier	Professor
Paradise	Apples of
Paradise	DASH in legend of the Cross
Paradise	DASH of Persia
Paradise	DASH of the Old Man of the Mountain
Paradise	destroyed
Paradise	DASH Rivers of
Parákráma Bahu I	
Paramisura	founder of Malacca
Paramisura	Parapomisadae
Paramisura	Parasol
Paravas	
Parez	"Pariz, turquoise mines of"
Parez	DASH falcons of
Pariahs (Paraiyar	
Pariahs (Paraiyar	etymology of
Parker	E.H
Parlák	"or Perlak, see Ferlec"
Parlák	DASH Tanjong
Parliament	Tartar
Parpa iron mines	
Parrot	"Professor, first to ascend Mount Ararat"
Parrots	
Partridges	
Partridges	black
Partridges	Jiruftì
Partridges	great (Chakors)
Partridges	in mew. (See also Francolin.)
Parwana	a traitor eaten by the Tartars
Paryán silver mines	
Pascal of Vittoria	Friar
Pasei	"Pacem (Basma), a kingdom of Sumatra"
Pasei	DASH Bay of
Pasei	DASH History of
Pasha–Afroz	
Pasha and Pashagar tribes	
Pashai	
Pashai	what region intended
Pashai	DASH Dir
Passo (or Pace	Venetian
Patarins	heretics
Patarins	"Patera, debased Greek, from Badakhshán"
Patlam	
Patlam	"Patra, or Alms-dish of Buddha"
Patlam	miraculous properties
Patlam	Holy Grail of Buddhism
Patriarchs of Eastern Christians. (See also Catholicos and	
Patriarchs of Eastern Christians. (See also Catholicos and	Nestorian.)
Patteik–Kará	
Patterns	"beast and bird, on silk, etc"
Patu	see Batu
Paukin (Pao-ying)	
Pauthier	"G., remarks on text of Polo"
Paved roads in China	
Paved roads in China	DASH streets of Kinsay
Payan	see Bayan
Payangadi	
Pa-yi writing	specimen of
Peaches	yellow and white (apricots)
Peacocks at St. Thomas’s	
Peacocks at St. Thomas’s	special kind in Coilum
Pearls	
Pearls	in Caindu
Pearls	rose-coloured in Chipangu
Pearls	fishery of
Pearls	pearls and precious stones of kingdom of Maabar
Pears	enormous
Pedir	
Pedro	Prince of Portugal
Pegu and Bengal confounded	
Pei-chau (Piju)	
Pein (Pim	province
Pein (Pim	site of
Peking	white pagoda at. (See Cambaluc.)
Pelly	"Col. Sir Lewis, British Resident at Bushire"
Pema-ching	
Pemberton	Captain R
Pentam (Bintang)	
Pepper	"daily consumption of, at Kinsay"
Pepper	change in Chinese use of
Pepper	"great importation at Zayton, duty on"
Pepper	white and black
Pepper	in Coilum
Pepper	Eli and Cananore
Pepper	Melibar
Pepper	Guzerat
Pepper	"trade in, to Alexandria"
Pepper Country	
Peregrine falcons	
Perla (Ferlec)	
Persia	extent of name to Bokhara
Persia	spoken of
Persia	three Magi of
Persia	its eight kingdoms
Persia and India	boundary of
Persian applied to language of foreigners at Mongol Court	
Persian Gulf (Sea of India?)	
Pesháwar	
Peter	Tartar slave of Marco Polo’s
Pharaoh’s rats (Gerboa)	
Phayre	Major–General Sir Arthur
Pheasants	large and long tailed
Pheasants	Reeves’s
Pheng (the Rukh)	
Philip the Fair	
Philip III. and IV. of France	
Philippine Islands	
Phillips	G
Phipps	Captain
Phra Râma	Siamese kings so-called
Phungan	Phungan-lu (Fungul?)
Physician	a virtuous
Physicians	
Pianfu (P’ing-yang fu)	
Pianfu (P’ing-yang fu	Piccoli
Pichalok	
Pievtsov	General
Pievtsov	expedition
Pigeon posts	
Pig-shells	
Piju (Pei-chau)	
Pilgrimage	to Adam’s Sepulchre in Ceylon
Pilgrimage	to Shrine of St. Thomas
Pilgrimage	“Pillar Road”
Pima (Pim)	
Pinati	king of Kaulam
Pine woods in Mongolian desert	
Pine woods in Mongolian desert	DASH in South China
P’ing-chang	"Fanchán, or second class Minister"
P’ing-yang fu (Pianfu)	
Pinna–Cael (Punnei-Káyal)	
Pipino	Friar Francesco
Pirabandi or Bir Pandi (Vira Pandi)	
Pirada	
Pirates of Malabar	
Pirates of Malabar	Guzerat
Pirates of Malabar	Tana
Pirates of Malabar	Somnath
Pirates of Malabar	Socotra
Piratical customs at Eli	
Pistachioes	
Plane	Oriental or Chinár
Plano Carpini	
Pog	or Fiag River
Poison	antidote to
Poisoning guests	custom of
Poisonous pasturage	
Poison wind	
Poland	Mongol invasion of
Pole	or Jackdaw on Polo’s scutcheon
Pole-star	invisible in Java the Less
Pole-star	visible again in India
Police	
Police	of Cambaluc
Police	Kinsay
Politeness of Chinese	
Polo	"Andrea, grandfather of Marco"
Polo	"DASH Antonio, illegitimate son of Elder Marco"
Polo	"DASH Bellela, second daughter"
Polo	died before 1333
Polo	"DASH Donata, wife of Traveller"
Polo	sale of property to her husband
Polo	death between 1333–1336
Polo	before Council
Polo	may have been Loredano
Polo	"DASH or Bragadino, Fantina, eldest daughter of Traveller"
Polo	"DASH Felice, a cousin"
Polo	"DASH Fiordelisa, wife of last"
Polo	"Fiordelisa, daughter of Maffeo the Younger"
Polo	"DASH Maffeo, brother of Nicolo"
Polo	in Kan-chau
Polo	time of death between 1309 and 1318
Polo	"DASH Maffeo, brother of Traveller"
Polo	probabilities as to birth
Polo	will of
Polo	abstract from
Polo	"DASH Marco, the elder son of Andrea, Uncle of the Traveller"
Polo	his will
Polo	"DASH Marco, the Traveller"
Polo	veracity
Polo	perplexities in his biography
Polo	"Ramusio’s notices, extracts from"
Polo	"recognition of his names of places, paralleled with Columbus"
Polo	nicknamed Millioni
Polo	story of his capture at Curzola
Polo	writes his book in prison at Genoa
Polo	release and marriage
Polo	arms
Polo	claim to nobility
Polo	supposed autograph
Polo	"his birth, circumstances of"
Polo	is taken to East
Polo	"employed by Kúblái, mentioned in Chinese Records"
Polo	mission to Yun-nan
Polo	governor of Yang-chau
Polo	"employed at Kan-chau, Kara Korum, Champa and Indian Seas"
Polo	returns home
Polo	mentioned in his Uncle Marco’s will
Polo	commands a galley at Curzola
Polo	taken prisoner and carried to Genoa
Polo	his imprisonment there
Polo	dictates his book to Rusticiano
Polo	release and return to Venice
Polo	evidence as to story of capture
Polo	dying vindication of his book
Polo	executor to his brother Maffeo
Polo	record of exemption from municipal penalty
Polo	gives copy of book to T. de Cepoy
Polo	marriage and daughters
Polo	"lawsuit with Paulo Girardo, proceeding regarding house property"
Polo	illness and last will
Polo	probable date of death
Polo	place of burial
Polo	professed portraits of
Polo	alleged wealth
Polo	estimate of him and of his book
Polo	true claims to glory
Polo	faint indications of personality
Polo	rare indications of humour
Polo	absence of scientific notions
Polo	geographical data in book
Polo	"his acquisition of languages, ignorance of Chinese, deficiencies in"
Polo	Chinese notices
Polo	historical notices
Polo	allusions to Alexander
Polo	incredulity about his stories
Polo	contemporary recognition
Polo	"by T. de Cepoy, Friar Pipino"
Polo	"J. d’Acqui, Giov. Villani, and P. d’Abano"
Polo	notice by John of Ypres
Polo	borrowings in poem of Bauduin de Sebourc
Polo	Chaucer and
Polo	"influence on geography, obstacles to its effect"
Polo	character of mediaeval cosmography
Polo	Roger Bacon as geographer
Polo	Arab maps
Polo	Marino Sanudo’s map
Polo	Medicean
Polo	Carta Catalana largely based on Polo’s book
Polo	increased appreciation of Polo’s book
Polo	confusions of nomenclature
Polo	introduction of block-printing into Europe and Polo
Polo	dictates his narrative
Polo	found at Venice
Polo	his age
Polo	noticed and employed by Kúblái
Polo	"grows in favour, many missions"
Polo	returns from one to India
Polo	escapes from the Karaunas
Polo	hears of breed of Bucephalus
Polo	recovers from illness in hill climate
Polo	hears from Zulficar about Salamander
Polo	at Kan-chau
Polo	brings home hair of yak
Polo	and head and feet of musk deer
Polo	witnesses events connected with Ahmad’s death
Polo	noticed in Chinese annals
Polo	whether he had to do with Persian scheme of paper currency in
Polo	sent by Khan into Western provinces
Polo	governor of Yang-chau
Polo	probable extent of his authority
Polo	aids in constructing engines for siege of Siang-yang
Polo	difficulties as to this statement
Polo	on number of vessels on Great Kiang
Polo	ignorant of Chinese
Polo	on greatness of Kinsay
Polo	his notes
Polo	sent to inspect amount of revenue from Kinsay
Polo	his great experience
Polo	never in islands of Sea of Chin
Polo	in kingdom of Chamba
Polo	historical anecdotes
Polo	"detained five months in Sumatra, stockade party against wild people"
Polo	brings Brazil seed to Venice
Polo	partakes of tree-flour (sago)
Polo	takes some to Venice
Polo	in six kingdoms of Sumatra
Polo	witnesses arrest for debt in Maabar
Polo	his erroneous view of Arabian coast
Polo	Indian geography
Polo	his unequalled travels
Polo	Venetian documents about him
Polo	"DASH Marco, called Marcolino, son of Nicolo the Younger"
Polo	"DASH Marco, last male survivor"
Polo	"DASH Marco, others of this name"
Polo	"DASH Maroca, sister of Nicolo the Younger"
Polo	"DASH or Delfino, Moreta, youngest daughter"
Polo	"Nicolo and Maffeo, sons of Andrea"
Polo	their first journey
Polo	cross Black Sea to Soldaia
Polo	"visit Volga country, etc."
Polo	go to Bokhara
Polo	join envoys to Khan’s Court
Polo	Kúblái’s reception of
Polo	sent back as envoys to Pope
Polo	receive a Golden Tablet
Polo	reach Ayas
Polo	Acre
Polo	Venice
Polo	find young Marco there
Polo	"DASH Nicolo, Maffeo and Marco, proceed to Acre"
Polo	"set out for East, recalled from Ayas"
Polo	"set out again with Pope’s letters, etc."
Polo	reach Kúblái’s Court
Polo	are welcomed
Polo	see on their journey outward
Polo	their alleged service in capture of Siang-yang
Polo	Khan refuses them permission to return home
Polo	allowed to go with ambassadors
Polo	receive Golden Tablets
Polo	on return
Polo	story of their arrival at Venice
Polo	scheme to assert their identity
Polo	"DASH Nicolo, his alleged second marriage and sons"
Polo	probable truth as to time of
Polo	his illegitimate sons
Polo	approximate time of his death
Polo	his tomb
Polo	"DASH Nicolo the Younger, cousin of traveller"
Polo	"DASH Stefano and Giovannino, illegitimate brothers of Traveller"
Polo	"DASH (?), or Trevisano (?), Fiordelisa, perhaps second wife of Nicolo Polo"
Polo	"the Elder, and mother of Maffeo the Younger"
Polo	"DASH or Trevisano, Maria, last survivor of the family"
Polo	doubts as to her kindred
Polo	"DASH Family, its duration and end, according to Ramusio"
Polo	origin
Polo	last notices of
Polo	"(For relationship of different Polos, see table)"
Polo	"DASH Family, branch of S. Geremia"
Polo	"Po-lut (Pa-lut), incense"
Polygamy	
Polygamy	supposed effect on population
Polygamy	Pomilo (Pamir)
Polygamy	Pompholyx
Ponent	"or West, term applied by Polo to Kipchak, the Mongol Khanate of"
Ponent	"the Volga, see Kipchak"
Pong (Mediaeval Shan State)	
Poods	Russian
Popinjays	
Population	"vast, of Cathay"
Porcelain manufacture	
Porcelain manufacture	fragments found at Kayál
Porcelain manufacture	Chinese
Porcelain manufacture	"DASH shells, see Cowries"
Porcupines	
Pork	"mention of, omitted"
Pork	"Postín, sheep-skin coat"
Posts	post-houses and runners
Posts	in Siberia
Po-sz’ (Persia)	
Potala at L’hasa	
Pottinger	
Poultry	"kind of, in Coilum"
Poultry	in Abyssinia (guinea-fowl?)
Pound	sterling
Pound	"Pourpre, or Purpura"
P’o-yang Lake	
Pozdneiev	Professor
Precious stones or gems	
Precious stones or gems	how discovered by pirates
Prester John (Unc Can	Aung or Ung Khan)
Prester John (Unc Can	Tartar tribute to
Prester John (Unc Can	account of
Prester John (Unc Can	marriage relations with Chinghiz
Prester John (Unc Can	insults Chinghiz’ envoys
Prester John (Unc Can	“these be no soldiers”
Prester John (Unc Can	marches to meet Chinghiz
Prester John (Unc Can	real site of battle with Chinghiz
Prester John (Unc Can	his real fate
Prester John (Unc Can	slain in battle
Prester John (Unc Can	his lineage in Tenduc
Prester John (Unc Can	and the Golden King
Prices of horses	see Horses
Printing	imaginary connection of Polo’s name with introduction of
Private names supposed	
Prjevalsky	Colonel N.M
Probation of Jogis	
Probation of Jogis	parallel
Prophecy regarding Bayan	
Prophecy regarding Bayan	"Proques, the word"
Prostitutes; at Cambaluc	
Prostitutes; at Cambaluc	Kinsay
Provinces	thirty-four of Kúblái’s Empire
Pseudo–Callisthenes	
Ptolemies’ trained African elephants	
Ptolemy	
Ptolemy	Sarmatic Gates
P’u-chau fu	
Pu-ch’eng	
Puer and Esmok	
Pukan Mien–Wang	
Pulad Chingsang	
Pulisanghin	River and Bridge
Pulo Bras	
Pulo Condore (Sondur and Condur)	
Pulo Gommes (Gauenispola)	
Pulo Nankai	or Nási
Pulo Wé	"Wai, or Wey"
Punnei-Káyal	
Puránas	the
Puránas	"Purpura, see Pourpre"
Putchok	
Putu-ho	“Grape R.”
Pygmies	factitious (?)
Pygmies	
Qal’ah Asgher	hot springs at
Qara Ars-lán Beg	king of Kermán
Quails in India	
Queen of Mutfili	
Quicksilver and sulphur potion	
Quicksilver and sulphur potion	DASH as regarded by alchemists
Quills of the Ruc	see Ruc
Quilon	"Kaulam, etc., see Coilum"
Qumadin (Camadi	
Qumadin (Camadi	
Rabelais	
Rabbanta	a Nestorian monk
Radloff	Dr. W.
Radloff	map
Ráin	
Rainald	"of Dassel, Archbishop"
Rain-makers	see Conjurers
Rainy season	
Rajkot leather-work	
Rakka	Rákshasas
Rama Kamheng	king
Rameshwaram	
Ramnad	
Rampart of Gog and Magog	
Ramusio	"Giov. Battista, passim"
Ramusio	his biographical notices of Polo
Ramusio	his edition of Polo
Ráná Paramitá‘s Woman Country	
Ranking	John
Raonano–Rao	
Rapson	E.J
Ras Haili	
Ras Haili	DASH Kumhari
Rashíduddín	"alias Fazl-ulla Rashid, Persian statesman and"
Rashíduddín	historian of the Mongols
Rashíduddín	frequently quoted in the Notes
Ravenala tree (Urania speciosa)	
Raw meat eaten	
Rawlinson	Sir H
Reclus	Asie russe
Reclus	on Caspian Sea fisheries
Red gold and red Tangas	
Red gold and red Tangas	Re Dor
Red Sea	trade from India to Egypt by
Red Sea	described in some texts as a river
Red Sea	possible origin of mistake
Red sect of Lamas	
Refraction	abnormal
Refraction	"Reg Ruwán, of Kabul"
Refraction	DASH of Seistán
Reindeer ridden	
Religion	indifference of Chinghizide Princes to
Religion	occasional power of among Chinese
Remission of taxation by Kúblái	
Rennell	Major James
Reobarles (Rúdbár	etc.)
Revenue of Kinsay	
Rhinoceros (Unicorn	in Sumatra
