Entity Name	Type	Tag
Cachilpatnam		FALSE
Caesalpinia	see Brazil	FALSE
Caesarea of Cappadocia (Casaria)		FALSE
Caichu	castle of 	Location
Caidu	see Kaidu	Person
Caiju (on the Hoang-Ho)		FALSE
"Caiju (on the Kiang, Kwachau)"		FALSE
Cail (K·yal)		FALSE
Cail (K·yal)	a great port of Commerce	Location
Cail (K·yal)	the king	Location
Cail (K·yal)	identified	Location
Cail (K·yal)	meaning of name	Location
Cail (K·yal)	remains of	Location
Caindu	a region of Eastern Tibet	Location
Caingan		FALSE
Cairo		Location
Cairo	museum at	Location
Cairo	ventilators at (See Babylon)	Location
Caiton	see Zayton	FALSE
Cala Ataperistan (or Gueber's Castle)		FALSE
Calachan		FALSE
Calaiate	"Calatu, see Kalhat"	FALSE
Calamanz	the word	FALSE
Calamina	city	FALSE
Calatu		FALSE
Caldwell	"Rev. Dr. R., on devil-dancing among the Shanars"	FALSE
Caldwell	on name of Ceylon	FALSE
Caldwell	on Shahr–Mandi and Sundara Pandi	FALSE
Caldwell	on the Tower at Negapatam	FALSE
Caldwell	etymology of Chilaw	FALSE
Caldwell	on Pacauta	FALSE
Caldwell	Govis	FALSE
Caldwell	singular custom of arrest	FALSE
Caldwell	rainy season	FALSE
Caldwell	food of horses	FALSE
Caldwell	Shanar devil-images	FALSE
Caldwell	choiach	FALSE
Caldwell	"Cail, or Kayál city"	FALSE
Caldwell	Kolkhoi	FALSE
Caldwell	King Ashar of Cail	FALSE
Caldwell	Kollam	FALSE
Caldwell	Pinati	FALSE
Caldwell	etymology of Sapong	FALSE
Caldwell	Cape Comorin	FALSE
Calendar	Ecclesiastical Buddhist	Person
Calendar	DASH of Documents relating to Marco Polo and his family	Person
Calendar	the Tartar	FALSE
Calicut	"King of, and his costume"	Person
Calif	see Khalif	Person
Caligine	"Calizene (Kh·lij, a canal from Nile)"	FALSE
Camadi 	a ruined city	Location
Cambaluc (Khanbalig or Peking)	the Kaan's return thither after defeating Nayan	Location
Cambaluc (Khanbalig or Peking)	the palaces there	Location
Cambaluc (Khanbalig or Peking)	period of khan's stay there	Location
Cambaluc (Khanbalig or Peking)	roads radiating from	Location
Cambaluc (Khanbalig or Peking)	astrologers of	Location
Cambaluc (Khanbalig or Peking)	capital of Cathay	Location
Cambaluc (Khanbalig or Peking)	the city	Location
Cambaluc (Khanbalig or Peking)	"its size, walls, gates, and streets, the Bell Tower, etc."	Location
Cambaluc (Khanbalig or Peking)	its suburbs and hostelries	Location
Cambaluc (Khanbalig or Peking)	"cemeteries, women, patrols"	Location
Cambaluc (Khanbalig or Peking)	its traffic	Location
Cambaluc (Khanbalig or Peking)	the Emperor's Mint	Location
Cambaluc (Khanbalig or Peking)	palace of the Twelve Barons	Location
"Cambay (Cambaet, Cambeth)"	kingdom of	Location
Cambuscan of Chaucer	origin of the name	FALSE
Camels	mange treated with oil	FALSE
Camels	camlets from wool of	FALSE
Camels	white	FALSE
Camels	incensing	FALSE
Camels	alleged to be eaten in Madagascar	FALSE
Camels	really eaten in Magadoxo	FALSE
Camels	ridden in war	FALSE
Camexu	"Kamichu, see Campichu"	FALSE
Camlets (cammellotti)		FALSE
Camoens		FALSE
Camphor	and manufacture there	Person
Camphor	Trees of (Laurus Camphora) Fokien	FALSE
Camphor	DASH of Sumatra	FALSE
Camphor	Fansuri	FALSE
Camphor	earliest mention of	FALSE
Camphor	superstitions regarding	FALSE
Camphor	"description of the tree, Dryabalanops Camphora"	FALSE
Camphor	value attached by Chinese to	FALSE
Camphor	recent prices of	FALSE
Camphor	its use with betel	FALSE
Camphor	DASH oil	FALSE
Campichu (Kanchau)	city of	Location
"Camul (Kamul, Komul)"	province of 	Location
Camut	fine shagreen leather	Person
Canal	"Grand, of China"	FALSE
Canal	construction of	FALSE
Canale	"Cristoforo, MS. by"	FALSE
Canale	"DASH Martino da, French Chronicle of Venice by"	FALSE
Cananor		FALSE
Cananore		FALSE
Canara		FALSE
Cancamum		FALSE
Candahar		FALSE
"Cane,Canes "	Polo's name for bamboos	FALSE
"Cane,Canes "	Kaan's Palace at Chandu made of 	Location
"Cane,Canes "	how used to make roofs	FALSE
"Cane,Canes "	"Great, on banks of Caramoran"	FALSE
"Cane,Canes "	"Forests of, and their loud explosions when burning"	FALSE
"Cane,Canes "	Ropes of	FALSE
"Cane,Canes "	of great size in Chekiang	FALSE
"Cane,Canes "	see Bamboos	FALSE
Cannibalism	"ascribed to Tibetans, Kashmiris, etc"	FALSE
Cannibalism	to Hill-people in Fokien	FALSE
Cannibalism	to islanders in Seas of China and India	FALSE
Cannibalism	in Sumatra	FALSE
Cannibalism	regulations of the Battas	FALSE
Cannibalism	ascribed to Andaman islanders	FALSE
Cannibals	i.e. Caribs	FALSE
Canonical Hours		FALSE
Cansay	see Kinsay	FALSE
Canton		FALSE
Cape Comorin	DASH Corrientes (of Currents)	FALSE
Cape Comorin	DASH Delgado	FALSE
Cape Comorin	DASH of Good Hope	FALSE
Cape Comorin	"Capidoglio (Capdoille), sperm-whale"	FALSE
Cape Corrients 	or of Currents	FALSE
Cappidoglio	Capdoille	FALSE
Caracoron (Kar· Korum)		FALSE
Caraian		FALSE
Carajan 	City of Talifu	Location
Carajan 	"(Kar·jang, or Yun-nan), province"	Location
Caramoran River (Hoang-Ho)		FALSE
Caraonas (Karaunahs)	a robber tribe	FALSE
Carats		FALSE
Carbine	etymology of the word	FALSE
Cardamom		FALSE
Cardinal's Wit		FALSE
Caribs	i.e. cannibals	FALSE
Carpets	of Kerman	FALSE
Carpets	of Turcomania (Turkey)	FALSE
Carpets	Persian	FALSE
Carriages	at Kinsay	FALSE
Carriages	Chinese	FALSE
Carrion shot from engines		FALSE
Casan	see Ghazan Khan	FALSE
Casaria (Caesarea of Cappadocia)		FALSE
Cascar (Kashgar)		FALSE
Casem	see Kishm	FALSE
Casoni	Giovanni	FALSE
Casoni	on the Ca' Polo	FALSE
Casoni	on Medieval Gallerys	FALSE
Caspian Sea (Sea of Ghel or Ghelan)	ancient error about	FALSE
Caspian Sea (Sea of Ghel or Ghelan)	its numerous names	FALSE
Cassay	see Kinsay	FALSE
Cassia	DASH fistula	FALSE
Cassia		FALSE
Cassia	DASH buds	FALSE
Castaldi	"Panfilo, his alleged invention of movable types"	Person
Casvin (KazwÌn)	a kingdom of Persia	Location
Catalan Navy		FALSE
Cathay (Northern China)		FALSE
Cathay (Northern China)	origin of name	FALSE
Cathay (Northern China)	coal in	FALSE
Cathay (Northern China)	idols	FALSE
Cathay (Northern China)	"Cambaluc, the capital of, see Cambaluc"	FALSE
Cathay (Northern China)	"Cathayans, v. Ahmad"	FALSE
Cathayans	their conspiracy against Ahmad	FALSE
Cathayans	their wine	FALSE
Cathayans	astrologers	FALSE
Cathayans	Religion of	FALSE
Cathayans	transmigration	FALSE
Cathayans	"politeness, filial duty, gaol deliveries, gambling"	FALSE
Cathayans	gambling	FALSE
Catholicos	of Sis	FALSE
Catholicos	of the Nestorians	FALSE
Cators 	great partridges	FALSE
Cat's Head Tablet		FALSE
Cats in China		FALSE
Caucasian Wall		FALSE
Caugigu	province	Location
Caulking of Chinese ships		FALSE
Cauly	Kauli 	FALSE
Causeway	south of the Yellow River	Location
Cauterising  heads of children		FALSE
Cave-houses		FALSE
Cavo de Eli		FALSE
Cavo de Eli	DASH de Diab	FALSE
Cayu (Kao-yu)		FALSE
Celtic Church		FALSE
Census of houses in Kinsay		FALSE
Census of houses in Kinsay	DASH tickets	FALSE
Ceremonial of Mongol Court	see Etiquette	FALSE
Ceylon (Seilan)	history of Buddha	Person
Ceylon (Seilan)	mountain of Adam's (alias Sagamoni Borcan's) Sepulchre	Location
Ceylon (Seilan)	customs of natives	FALSE
Ceylon (Seilan)		FALSE
Ceylon (Seilan)	circuit of	FALSE
Ceylon (Seilan)	etymology of	FALSE
Ceylon (Seilan)	origin of idolatry	FALSE
Ceylon (Seilan)	subject to China	FALSE
Chachan (properly Charchand)	see Charchan	FALSE
Chagan-Nur(N.E. of Kamul)	Jang	FALSE
Chagan-Nur(N.E. of Kamul)	DASH site of a Palace of Kublai's	FALSE
Chagan-Nur(N.E. of Kamul)	Balghassun	FALSE
Chagatai	son of Chinghiz	Person
Champa (Chamba)	the king and his wives	Location
Champa (Chamba)	kingdom of	Location
Champa (Chamba)	Kublai's expedition against	Location
Champa (Chamba)	products	Location
Chandra Banu		FALSE
Chandu (Shangtu)	City and Summer Palance of the Kaan	Location
Changan		FALSE
Changchau (Chinginju)		FALSE
Changgan		FALSE
Changlu		FALSE
Changshan (Chanshan)		FALSE
Chang-y (Chenchu)		FALSE
Chaohien	Sung Prince	FALSE
Chaotong		FALSE
Chapu		FALSE
Characters	"written, four acquired by Marco Polo"	FALSE
Characters	"one in Manzi, but divers spoken dialects"	FALSE
"Charchan (Chachan of Johnson, Charchand)"		FALSE
Charities of the Kaan	DASH Buddhistic and Chinese	Person
Charities of the Kaan	DASH at Kinsay	FALSE
Chasteaux	sense of the word	FALSE
Chaukans or  temporary wives at Kashgar		FALSE
Chaul		FALSE
Cheapness in China		FALSE
Cheetas	or hunting leopards	FALSE
Cheinan	Gulf of	FALSE
Chekiang into Fokien	Roads from	FALSE
Chenching (Cochin-China)		FALSE
Chenchu 	conspires with Vanchu against Ahmad	FALSE
Chenchu 	puts A. to death	FALSE
Cheu	the Seven	FALSE
Chibai and Chiban		FALSE
Chilaw		FALSE
Chin	Sea of	Location
China	king of Malacca at Court of	Location
China	appears in map	Location
China	Imperial Maritime Customs Returns for 1900	Location
China	Dominicans in	Location
China	paved roads in	Location
China	relations with Korea and Japan	Location
China	the name	Location
China	trade from Arabia to	Location
China	from Sofala in Africa	Location
China	(See also Cathay and Manzi.)	Location
Chinangli(Tísinan-fu)		FALSE
Chin·r	Oriental planes	FALSE
Chinchau	"Chincheo, Chinchew, Chwanchew, Tswanchau, see Zayton"	FALSE
Chinese	pagodas at Negapatam and elsewhere	Person
Chinese	coins found in Southern India	Person
Chinese	trade and intercourse with Southern India	Person
Chinese		Person
Chinese	Polo ignorant of the languages	Person
Chinese	epigrams	Person
Chinese	funeral and mourning customs	Person
Chinese	feeling towards Kublai	Person
Chinese	religion and irreligion	Person
Chinese	their politeness and filial piety	Person
Chinese	gambling	Person
Chinese	character for integrity	Person
Chinese	written character and varieties of dialect	Person
Chinese	ships	Person
Chinese	pottery	Person
Chinghian-fu (Chinkiang-fu)		FALSE
Chinghiz Khan	made king of the Tartars	Person
Chinghiz Khan	his use of UÌgh˙r  character	Person
Chinghiz Khan	his respect for Christians	Person
Chinghiz Khan	his campaigns in Tangut	Person
Chinghiz Khan	his system of conquests	Person
Chinghiz Khan	his death and burial-place	Person
Chinghiz Khan	his aim at conquest of the world	Person
Chinghiz Khan	his funeral	Person
Chinghiz Khan	his army	Person
Chinghiz Khan	relations between Prester John's and his families	Person
Chinghiz Khan	his prophecy about Kublai	Person
Chinghiz Khan	rewards his captains	Person
Chinghiz Khan	his alleged invasion of Tibet	Person
Chinghiz Khan	his mechanical artillery	Person
Chinghiz Khan	his cruelty	Person
Chinghiz Khan	Table of Genealogy of his House	Person
Chinghiz Khan		Person
Chinghiz Khan	reported to be a Christian	Person
Chinghiz Khan	Aung Khan's saying of	Person
Chinghiz Khan	Erzrum taken by	Person
Chinghiz Khan	harries Balkh	Person
Chinghiz Khan	captures Talikan	Person
Chinghiz Khan	ravages Badakhshan	Person
Chinghiz Khan	subjugates Kutchluk Khan	Person
Chinghiz Khan	Rubruquis' account of	Person
Chinghiz Khan	and Prester John	Person
Chinghiz Khan	divining by twigs - presage of victory	Person
Chinghiz Khan	defeats and slays Prester John	Person
Chinghiz Khan	defeats the Merkits	Person
Chinghiz Khan	the Horiad tribe	Person
Chinghiz Khan	captures Peking	Person
Chinghiz Khan	defeats and slays Taiyang Khan	Person
Chinghiz Tora		FALSE
Ching-hoang tower at Hangchau-fu		FALSE
Chinghu		FALSE
Chinginju (Changchau)		FALSE
Chingintalas	province	Location
Chingintalas	the region intended	Location
Chingsang	"Ching-siang (Chinisan), title of a Chief Minister of State"	FALSE
Chingting-fu (Acbaluc)		FALSE
Chingtsu or Yunglo	 Emperor	Location
Chinkin	his palace	Person
Chinkin	"Chingkim,Kublai's Heir Apparent"	Person
Chin-tan	"or ChÌnasth·na, Chinese etymology of"	FALSE
Chinuchi	"Cunichi, Kublai's Masters of the Hounds"	FALSE
Chipangu (Japan)	history of expedition	Location
Chipangu (Japan)	described	Location
Chipangu (Japan)	Kublai sends an expedition against	FALSE
Chipangu (Japan)	its disasters	FALSE
Chipangu (Japan)	relations with China and Korea	FALSE
Chitral		FALSE
Chloroxylon		FALSE
Chochau (Juju)		FALSE
Choiach	the term	FALSE
Chola	"or Sola-desam (Soli, Tanjore)"	FALSE
Chonka 	kingdom of Fokien	Location
Chonka 	explanation of name	FALSE
ChonkwÈ 		FALSE
Chorcha	the Churche or Manchu Country	Location
Christian	astrologers	FALSE
Christian	"churches in China, early"	FALSE
Christian	inscription of Singanfu	FALSE
Christian	Alans in the Mongol service	FALSE
Christianity	attributed to Chinghizide princes	FALSE
Christianity	Kublai's views on	FALSE
Christianity	"DASH former, of Socotra"	FALSE
Christians	and the Khalif of Baghdad  the miracle of the mountain and the	Organization
Christians	among the Kurds	Organization
Christians	Nayan and the Khan's decision	Organization
Christians	"of the Greek rite, Georgians"	Organization
Christians	and Russians	Organization
Christians	"Jacobite and Nestorian, at Mosul"	Organization
Christians	one-eyed cobbler	Organization
Christians	Kashgar	Organization
Christians	in Samarkand	Organization
Christians	the miracle of the stone removed	Organization
Christians	Yarkand	Organization
Christians	Tangut	Organization
Christians	Chingintalas	Organization
Christians	Suh-chau	Organization
Christians	Kan-chau	Organization
Christians	in Chinghiz's camp	Organization
Christians	Erguiul and Sinju	Organization
Christians	Egrigaia	Organization
Christians	Tenduc	Organization
Christians	at Kublai's Court	Organization
Christians	in Yun-nan	Organization
Christians	Cacanfu	Organization
Christians	Yang-chau	Organization
Christians	churches at Chin-kiang fu	Organization
Christians	at Kinsay	Organization
Christians	St. Thomas	Organization
Christians	Coilum	Organization
Christians	Male and Female Islands	Organization
Christians	Socotra	Organization
Christians	Abyssinia and fire baptism	Organization
Christians	of the Girdle	Organization
Christians	in Lac (Wallachia)	Organization
Christians	"Chrocho, the Rukh (q.v.)"	Organization
Chrocho (The Rukh)		Organization
Chronology and chronological data discussed	battle with the king of Mien	FALSE
Chronology and chronological data discussed	history of Chinghiz	FALSE
Chronology and chronological data discussed		FALSE
Chronology and chronological data discussed	first journey of the Polos	FALSE
Chronology and chronological data discussed	war between Barka and Húlakú	FALSE
Chronology and chronological data discussed	Polos' stay at Bokhara	FALSE
Chronology and chronological data discussed	their departure and their second journey from Acre	FALSE
Chronology and chronological data discussed	their return voyage and arrival in Persia	FALSE
Chronology and chronological data discussed	story of Nigudar	FALSE
Chronology and chronological data discussed	Hormuz princes	FALSE
Chronology and chronological data discussed	destruction of Ismailites	FALSE
Chronology and chronological data discussed	Kublai's birth and accession	FALSE
Chronology and chronological data discussed	Nayan's rebellion	FALSE
Chronology and chronological data discussed	visit to Yun-nan	FALSE
Chronology and chronological data discussed	wars between China and Burma	FALSE
Chronology and chronological data discussed	value of Indo-Chinese	FALSE
Chronology and chronological data discussed	conquest of S. China	FALSE
Chronology and chronological data discussed	capture of Siang-yang	FALSE
Chronology and chronological data discussed	Kublai's dealings with Japan	FALSE
Chronology and chronological data discussed	with Champa	FALSE
Chronology and chronological data discussed	Marco's visit to Japan	FALSE
Chronology and chronological data discussed	Kublai's Java expedition	FALSE
Chronology and chronological data discussed	review of the Malay	FALSE
Chronology and chronological data discussed	events in Ma'bar	FALSE
Chronology and chronological data discussed	King Gondophares	FALSE
Chronology and chronological data discussed	cessation of Chinese navigation to India	FALSE
Chronology and chronological data discussed	Abyssinia	FALSE
Chronology and chronological data discussed	Kaidu's wars	FALSE
Chronology and chronological data discussed	"Mongol revolutions in Persia, notes from"	FALSE
Chronology and chronological data discussed	wars of Toktai and Noghai	FALSE
Chronology and chronological data discussed	(see also Dates.)	FALSE
Chuchau-fu	in Chekiang	FALSE
Chuchu	in Kiangsi	FALSE
ChungkwÈ	Middle Kingdom	FALSE
Chungtu	"or Yen-King (Peking, see Cambaluc)"	FALSE
Churches	"Christian, in Kashgar"	Location
Churches	Samarkand	Location
Churches	Egrigaia	Location
Churches	Tenduc	Location
Churches	"early, in China"	Location
Churches	Yang-chau	Location
Churches	Chin-kiang fu	Location
Churches	Kinsay	Location
Churches	Zayton	Location
Churches	St. Thomas's	Location
Churches	Coilum	Location
Churches	Socotra	Location
Churchin	"or NiuchÈ, ChurchÈ, Chorcha (the Manchu Country)"	FALSE
Cielstan	Suolstan (Sh˙list·n)	FALSE
Cinnamon	story in Herodotus of	Person
Cinnamon	Tibet	FALSE
Cinnamon	Caindu	FALSE
Cinnamon	Ceylon	FALSE
Cinnamon	Malabar	FALSE
Circumcision 	of Socotrans	FALSE
Circumcision 	"forcible, of a bishop"	FALSE
Circumcision 	of Abyssinians	FALSE
Cirophanes	"or Syrophenes, story of"	FALSE
Civet of Sumatra		FALSE
Clement IV	Pope	FALSE
Clepsydra		FALSE
Cloves	Clove-like plant in Caindu	FALSE
Coal		FALSE
Coal	in Scotland in Middle Ages	FALSE
Coal	in Kinsay	FALSE
Cobinan (KohñBan·n)	identifed	FALSE
Cocachin (Kuk·chin)	"wept at parting with Polos,notice of her in Persian history"	Person
Cocachin (Kuk·chin)	the Lady	Person
Cocachin (Kuk·chin)	selected as bride of Arghun Khan	Person
Cocachin (Kuk·chin)	"made over to Kaikhatu in Persia, married to Ghazan"	Person
Cochin-China	the mediaeval Champa (q.v.)	FALSE
Coco Islands	of Hiuen T'sang	FALSE
Coco-nut (Indian nut)		FALSE
Cocos Islands		FALSE
Coeur de Lion	his mangonels	Person
Coffins	"Chinese, in Tangut"	FALSE
Cogachin (Hukaji)	" son of Kublai, King of Carajan"	Person
Cogatai		Person
Cogatai	a Tartar envoy to the Pope	Person
Coiganju (Hwaingan-fu)		FALSE
"Coilum (Kaulam, Quilon)"	 kingdom of	Location
"Coilum (Kaulam, Quilon)"	identity of meaning of name	Location
"Coilum (Kaulam, Quilon)"	Church of St. George at	Location
"Coilum (Kaulam, Quilon)"	modern state of	Location
"Coilum (Kaulam, Quilon)"	Kublai's intercourse with	Location
Coilumin	"columbino, colomni, so-called Brazil-wood"	FALSE
Coilumin	ginger	FALSE
Coins 	of Cilician Armenia	FALSE
Coins 	of Mosul	FALSE
Coins 	Agathocles and Pantaleon	FALSE
Coins 	Seljukian with Lion and Sun	FALSE
Coins 	found at Siang–Yang	FALSE
Coins 	King Gondophares	FALSE
Coins 	Tartar heathen princes with Mahomedan and Christian formulae	FALSE
Coja (Koja)	Tartar envoy from Persia to the Khan	Person
Cold	Cold Mountains	Location
Cold	in Russia	FALSE
Cold	"intense, in Kerman"	FALSE
Coleridge	verses on Kublai's Paradise	FALSE
Coloman	province	FALSE
Colombino	see Coilumin	FALSE
Colossal Buddhas	recumbent	FALSE
Columbum	"see Coilum, the see of a Latin bishop"	FALSE
Columbum	see Coilum	FALSE
Columbus	Polo paralleled with	FALSE
Columbus	remarks on	FALSE
Comania	Comanians	FALSE
Comari	"Comori (Cape Comorin, Travancore)"	FALSE
Comari	temple at	FALSE
Combermere	"Lord, prophecy applied to"	Location
Combermere	"Comercque, Khan's custom-house"	Location
Comorin	Cape	FALSE
Comoro Islands		FALSE
Compartments	in hulls of ships	FALSE
Compass	Mariner's	FALSE
Competitive Examinations in beauty		FALSE
Conchi	King of the North	Person
Concubines	how the Khan selects	FALSE
Condor	its habits	FALSE
Condor	Temple's account of	FALSE
Condor	Padre Bolivar's of the African	FALSE
Condur and Sondur		FALSE
Condux	sable or beaver	FALSE
Conia	Coyne (Iconium)	FALSE
Conjeveram		FALSE
Conjurers	weather-	Person
Conjurers	the Kashmirian	FALSE
Conjurers	Lamas' ex-feats	FALSE
Conjurers	(see also Sorcerers.)	FALSE
Conosalmi (Kamasal)		FALSE
Constantinople	Straits of	FALSE
Convents	see Monasteries	FALSE
Cookery	Tartar horse	FALSE
Cooper	"T.T., traveller on Tibetan frontier"	FALSE
