	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs
702	1	PART 1	48	On the great City of Erginul	703	and, on its being taken, there is found a bag between the skin and the flesh, containing a bloody imposthume, which, when the skin is cut through, is drawn out, and forms the musk whence issues so strong an odour.				being,taken,found,containing,cut,drawn	being,taken,found,containing,cut,drawn
703	1	PART 1	48	On the great City of Erginul	704	In this country it is very abundant, and of good quality.					
704	1	PART 1	48	On the great City of Erginul	705	The people also raise plenty of corn,and engage in merchandise and manufactures.				engage	engage
705	1	PART 1	48	On the great City of Erginul	706	The region extends to a journey of full twentyfive days.					
706	1	PART 1	48	On the great City of Erginul	707	There are pheasants twice as large as ours, with tails from seven to ten palms long.					
707	1	PART 1	48	On the great City of Erginul	708	Others resemble ours; 					
708	1	PART 1	48	On the great City of Erginul	709	and there are various birds, with finely coloured wings.				coloured	coloured
709	1	PART 1	48	On the great City of Erginul	710	The people, who are idolaters, are fat, with small noses, black hair, and no beard unless on the chin.					
710	1	PART 1	48	On the great City of Erginul	711	The ladies have no hair except on the head, and are every way very handsome.					
711	1	PART 1	48	On the great City of Erginul	712	The men are voluptuous, and are authorized by their law and usage to take as many wives as they can maintain.				authorized,take,maintain	authorized,take,maintain
712	1	PART 1	48	On the great City of Erginul	713	If a woman is beautiful, though of humble birth, a great baron readily espouses her, giving to her mother such a sum of money as may be agreed on.				giving,be,agreed	giving,be,agreed
713	1	PART 1	49	On the Province of Egrigaia	714	When a man departs from Erginul, and goes eight days castward, he finds a province of Tangut called Egrigaia, where there are cities and castles, and the chief one is named Calacian.	Egrigaia,Tangut,Calacian		Erginul,Tangut,Egrigaia,Calacian	called,named	called,named
714	1	PART 1	49	On the Province of Egrigaia	715	The people are idolaters ; 					
715	1	PART 1	49	On the Province of Egrigaia	716	yet there are three towns held by Nestorian Christians.				held	held
716	1	PART 1	49	On the Province of Egrigaia	717	They are subject to the great Tartar;					
717	1	PART 1	49	On the Province of Egrigaia	718	 and in this city is made cloth of camels' hair, the most beautiful and valuable in the world.				made	made
718	1	PART 1	49	On the Province of Egrigaia	719	There is a kind of wool whence they manufacture very fine white camlets in great quantities.					
719	1	PART 1	49	On the Province of Egrigaia	720	These the merchants convey by many routes to Cathay and other parts throughout the world.			Cathay		
720	1	PART 1	49	On the Province of Egrigaia	721	Now let us go to Tenduc, in the territory of Prester John.		Prester John	Tenduc	let,go	let,go
721	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	722	Tenduc is a province towards the east,where there are cities and castles, and the chief one bears the same name.	Tenduc,Cianganor		Tenduc		
722	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	723	The people belong to the great khan, like all those formerly subject to Prester John.		Khan,Prester John			
723	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	724	In this province there is a king named George, descended from that prince, and who indeed enjoys his power.		George		named,descended	named,descended
724	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	725	He holds the land under the khan, but only a part of that which was possessed by his ancestor.		Khan		was,possessed	was,possessed
725	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	726	I assure you, however, that the khans have often given their daughters and female relations to the reigning kings of this line.				given,reigning	given,reigning
726	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	727	In this province are found the stones whence azure is made ; 				found,made	found,made
727	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	728	they are plentiful and good.					
728	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	729	Camlets, too, are woven of camels' hair.				woven	woven
729	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	730	The natives live on cattle and the fruits of the earth, and have likewise some merchandise and manufactures.					
730	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	731	The Christians, as already mentioned, are masters of the land ;				mentioned	mentioned
731	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	732	but there are also idolaters and worshippers of Mohammed.		Mohammed			
732	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	733	There is likewise a people called Argon, meaning in French Guasmul, that is, mixed of two different races.		Argon,Guasmul		called,meaning	called,meaning
733	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	734	They are handsomer than the others, more prudent and commercial.					
734	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	735	Know that in this province was the chief seat of Prester John, when he ruled over the Tartars and all the surrounding countries ;		Prester John		was,ruled	was,ruled
735	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	736	 and this George is the sixth in succession from him.		George			
736	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	737	This, too, is the place which we in our country call Gog and Magog, but they call it Ung and Mungul ;			Gog and Magog,Ung and Mungul	call	call
737	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	738	and in each province was a different race of people,-in Ung were the Gog, and in Mungul dwelt the Tartars.			Ung,Mungul	was,were,dwelt	was,were,dwelt
738	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	739	When a man rides through that province seven days eastward towards Cathay, he finds many cities and castles.			Cathay		
739	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	740	 The inhabitants are Mohammedans, idolaters, and Christians ; 					
740	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	741	they carry on trade, and manufacture fine gilded cloths, called nascisi, with various kinds of silk cloth, and are subject to the great khan.		Khan		manufacture,called	manufacture,called
741	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	742	There is a city named Sindacui, with many manufactures of harness and trappings necessary for an army.			Sindacui	named	named
742	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	743	In the mountains of that country is a place named Idifu, where there is a very productive silver mine.			Idifu	named	named
743	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	744	They have no want Of beasts and birds for hunting.					
744	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	745	Now let us depart from this province and its cities, and travel three days, when we shall find a town named Cianganor, in which is a fine palace of the great khan.		Khan	Cianganor	let,depart,travel,find,named	let,depart,travel,find,named
745	1	PART 1	51	On the City of Chandu	746	Departing from this city, and travelling three days between north and north-east, you come to another named Chandu,built by Kublai, the great khan now reigning.	Chandu	Kublai,Khan	Chandu	Departing,travelling,named,built,reigning	Departing,travelling,named,built,reigning
746	1	PART 1	51	On the City of Chandu	747	Here he has built a most magnificent palace.				built	built
