chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Verb subject	Verb object	Verb object2	Tagged sentence
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	134	He then took a sharp weapon, and stuck it into his eye, so that it burst in his head, and he never saw with it again.								He then took a sharp weapon, and stuck it into his eye, so that it burst in his head, and he never saw with it again.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	135	Thus you see he was a most holy and good man.								Thus you see he was a most holy and good man.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	136	When, therefore, the bishop had this vision, he told it to all his people, and they agreed that this shoemaker should be called before them, and when he came, they requested him to pray to God that he would make the mountain move.				came	he			When, therefore, the bishop had this vision, he told it to all his people, and they agreed that this shoemaker should be called before them, and when he <motion-vb fn-frame=”Arriving”>came</motion-vb>, they requested him to pray to God that he would make the mountain move.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	137	But when the shoemaker heard what the bishop and the others said, he answered that he was not so good a man as that God or our lady should for his sake do so great a miracle.								But when the shoemaker heard what the bishop and the others said, he answered that he was not so good a man as that God or our lady should for his sake do so great a miracle.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	138	But the Christians pressed him so earnestly, that he at last agreed, and made the prayer.								But the Christians pressed him so earnestly, that he at last agreed, and made the prayer.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	139	When the final day was come, they all rose early in the morning, great and small, male and female; 				come				When the final day was <motion-vb fn-frame”Relative_time”>come</motion-vb>, they all rose early in the morning, great and small, male and female; 
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	140	and entering the church, they sung the holy mass, and then proceeded out to the plain in front of the mountain.				entering,proceeded	,they	church,	,	and <motion-vb fn-frame=”Arriving”>entering</motion-vb> <loc fe=goal>the church</loc>, they sung the holy mass, and then <motion-vb fn-frame=”Self_motion”>proceeded</motion-vb> <loc fe=goal>out to the plain in front of the mountain</loc>.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	141	They were fully a hundred thousand, and they all placed themselves in front of the cross.								They were fully a hundred thousand, and they all placed themselves in front of the cross.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	142	The caliph then came with a vast number of Saracens, eager to slay the unbelievers, for they thought it impossible the hill could be moved, and they themselves were in great fear and doubt ; 				came,moved	caliph,	,	,	The caliph then <motion-vb fn-frame=”Arriving”>came</motion-vb> with a vast number of Saracens, eager to slay the unbelievers, for they thought it impossible the hill could be <motion-vb fn-frame=”Cause_motion”>moved</motion-vb>, and they themselves were in great fear and doubt ; 
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	143	nevertheless they had good hope in their Creator.								nevertheless they had good hope in their Creator.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	144	Then the shoemaker fell on his knees before the cross, lifted his hands to heaven, and prayed fervently that the mountain might be moved, and the Christians there assembled escape a dreadful death.				moved				Then the shoemaker fell on his knees before the cross, lifted his hands to heaven, and prayed fervently that the mountain might be <motion-vb fn-frame=”Cause_motion”>moved</motion-vb>, and the Christians there assembled escape a dreadful death.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	145	When he had made his prayer, it was not long before the vast eminence began to stir, and move from its place.				move	eminence			When he had made his prayer, it was not long before the vast eminence began to stir, and <motion-vb fn-frame=”Cause_motion”>move</motion-vb> from<loc fe=source> its place</loc>.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	146	The Saracens, on seeing this, wondered greatly, and many of them were converted ; 								The Saracens, on seeing this, wondered greatly, and many of them were converted ; 
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	147	nay, the caliph himself became a believer in the gospel, but secretly, and when he died, a cross was found round his neck; 								nay, the caliph himself became a believer in the gospel, but secretly, and when he died, a cross was found round his neck; 
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	148	for which reason he was not buried in the same place with the other sovereigns, but in a tomb by himself.								for which reason he was not buried in the same place with the other sovereigns, but in a tomb by himself.
1	PART 1	8	On a certain Miracle of the Movement of a Mountain in that Region	149	Now let us leave Baldach and go to Persia.			Baldach,Persia	leave,go	us,us	Baldach,	,	Now let us <motion-vb fn-frame=”Departing”>leave</motion-vb> <loc fe=source>Baldach</loc> and <motion-vb fn-frame=”Motion”>go</motion-vb> to <loc fe=goal>Persia</loc>.
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	150	Persia is a very extensive province, anciently very rich and flourishing, but now in a great degree wasted and destroyed by the Tartars.	Persia, Sava		Persia					Persia is a very extensive province, anciently very rich and flourishing, but now in a great degree wasted and destroyed by the Tartars.
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	151	It contains a city called Sava, whence the three magi came to adore Jesus Christ when born at Bethlehem.		Jesus Christ	Sava,Bethlehem	came	magi			"It contains a city called Sava, whence the three magi <motion-vb fn-frame=""Arriving"">came</motion-vb> to adore Jesus Christ when born at Bethlehem."
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	152	In that city are buried the three, in separate tombs, above which is a square house carefully preserved.								In that city are buried the three, in separate tombs, above which is a square house carefully preserved.
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	153	Their hearts are still entire, with their hair and beards.								Their hearts are still entire, with their hair and beards.
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	154	One was named Balthazar, the other Gaspar, the third Melchior.		Balthazar ,Melchior ,Gaspar						One was named Balthazar, the other Gaspar, the third Melchior.
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	155	Messer Marco inquired often in that city about these three magi, but no one could tell him any thing, except that they were ancient kings, who were there buried.		Messer Marco						Messer Marco inquired often in that city about these three magi, but no one could tell him any thing, except that they were ancient kings, who were there buried.
