chapterNo	chapterTitle	sectionNo	SentenceNo	sectionTitle	sentence	Marco Location	Person	Location	Travel verbs	VerbNet Travel	Narrate verbs	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	WordNet Travel	FrameNet Travel	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
1	PART 1	11	158	Description of the City of Kambalu	after which no man must leave the city without some urgent necessity, as of sickness, or a woman about to beara child.	Kambalu			leave	leave			leave		leave	leave		leave		leave
1	PART 1	11	159	Description of the City of Kambalu	At each gate a thousand men keep guard, not from dread of any enemy, but in reverence of the monarch who dwells within it, and to prevent injury by robbers.	Kambalu														
1	PART 1	12	160	The Suburbs-Merchants	When the monarch comes to his chief city, he remains in his noble palace three days and no more, when he holds a great court, making high festival and rejoicing with his ladies.	Kambalu				making						making		making		making
1	PART 1	12	161	The Suburbs-Merchants	There is a vast abundance of people through all the suburbs of Kambalu, which are twelve in number, one corresponding to each gate ; 	Kambalu		Kambalu												
1	PART 1	12	162	The Suburbs-Merchants	no one can count the number of residents ; 	Kambalu								count						
1	PART 1	12	163	The Suburbs-Merchants	and they contain as stately edifices as any in the city, except the king's Palace.	Kambalu														
1	PART 1	12	164	The Suburbs-Merchants	No one is allowed to be buried within the city ; 	Kambalu							be	allowed,be		be	be			
1	PART 1	12	165	The Suburbs-Merchants	and no females of bad character can reside there, but must have their dwellings in the suburbs, where there are said to be no fewer than 20,000.	Kambalu					said	said	have,said,be	said,be		be	be ,said		said	
1	PART 1	12	166	The Suburbs-Merchants	There are brought also to Kambalu the most costly articles in the world, the finest productions of India, as precious stones and pearls, with all the produce of Cathay and the surrounding countries, in order to supply the lords and the barons and ladies who reside there.	Kambalu		Kambalu,India,Cathay					supply						supply	
1	PART 1	12	167	The Suburbs-Merchants	Numerous merchants, likewise, bring more than a thousand wagons laden with grain; 	Kambalu														
1	PART 1	12	168	The Suburbs-Merchants	and all who are within a hundred miles of the city come thither to purchase what they want.	Kambalu														
1	PART 1	13	169	Wicked Administration of Achmac-Insurrection	I will hereafter particularly mention a council of twelve persons, having power to dispose at will of the lands, governments, and all things belonging to the state.	Kambalu					mention	mention	mention,having	mention			mention		mention	
1	PART 1	13	170	Wicked Administration of Achmac-Insurrection	One of these, a Saracen, named Achmac, had acquired an extraordinary influence with the great khan ; 	Kambalu	Achmac,Khan				named		named,had						named	
1	PART 1	13	171	Wicked Administration of Achmac-Insurrection	indeed his master was so infatuated with him that he allowed him the most uncontrolled license.	Kambalu							was	was,allowed		was	was			
1	PART 1	13	172	Wicked Administration of Achmac-Insurrection	It was even discovered after his death that he had employed spells to fascinate the khan, and compel him to give full credit to what was told him by his favourite, who was thus enabled to conduct public affairs according to his pleasure.	Kambalu	Khan			conduct	told	told	was,discovered,had,give,was,told,was	was,was,told,was		was,was,was	told ,was ,was ,was		discovered,told	
1	PART 1	13	173	Wicked Administration of Achmac-Insurrection	"He disposed of all the commands and public offices; passed sentence upon offenders; and when desirous to inflict an injury on any one whom he hated, needed only to go to the emperor and say, ""such a man has been guilty of an offence against your majesty, and deserves death."""	Kambalu			go	go	say	say	passed,inflict,say,been	go,say,been	passed,go	passed,go,been	been ,say	go ,passed	say	go
1	PART 1	13	174	Wicked Administration of Achmac-Insurrection	The monarch usually replied, do as you judge best, and Achmac then ordered him to be immediately executed.	Kambalu	Achmac					replied	replied,ordered,be	be		be	be ,replied			
1	PART 1	13	175	Wicked Administration of Achmac-Insurrection	So manifest were the proofs of his influence, and of the sovereign's implicit reliance on his statements, that no one dared to contradict him on any occasion ; 	Kambalu							were,dared	were	contradict	were	were			
1	PART 1	13	176	Wicked Administration of Achmac-Insurrection	even those highest in office stood in awe of him.	Kambalu														
1	PART 1	13	177	Wicked Administration of Achmac-Insurrection	Any one charged by him with a capital offence, whatever means he might employ to justify himself and refute the accusation, could not find an advocate ; 	Kambalu				charged		justify	charged	refute		find				
1	PART 1	13	178	Wicked Administration of Achmac-Insurrection	for none dared to oppose the purpose of Achmac.	Kambalu	Achmac						dared,oppose							
1	PART 1	13	179	Wicked Administration of Achmac-Insurrection	Thus  he caused unjustly the death of many, and was also enabled to indulge his unlawful propensities.	Kambalu							was	was		was	was			
1	PART 1	13	180	Wicked Administration of Achmac-Insurrection	Whenever he saw a woman who pleased him, he contrived either to add her to the number of his wives, or to lead her into a criminal intimacy.	Kambalu				lead			saw,add,lead	add	saw,lead	add	add	lead	add	
1	PART 1	13	181	Wicked Administration of Achmac-Insurrection	"On receiving information of any man having a beautiful daughter, he despatched emissaries with instructions to say to him, "" what are your views with regard to this handsome girl? the best thing you can do is to give her to the lord-vice-gerent ;"""	Kambalu					say	say	having,say,give	say	do		say		say	
1	PART 1	13	182	Wicked Administration of Achmac-Insurrection	"for so they termed Achmac, implying that he was his majesty's representative ; ""we will induce him to appoint you to a certain government or office for three years�""."	Kambalu	Achmac						implying,was	was		was	was			
1	PART 1	13	183	Wicked Administration of Achmac-Insurrection	The father was thus tempted to give away his child ; 	Kambalu							was,tempted,give	was		was	was			
1	PART 1	13	184	Wicked Administration of Achmac-Insurrection	and as soon as the affair was arranged, the other went and informed the emperor that a government was vacant, or would become so on a particular day, and recommended the parent as well qualified to discharge its duties.	Kambalu		went		went	informed	informed,recommended	was,informed,was,recommended,qualified	was,went,was	went	was,went,was	informed ,recommended ,was ,was	went	informed	went
1	PART 1	13	185	Wicked Administration of Achmac-Insurrection	His majesty consented; 	Kambalu														
1	PART 1	13	186	Wicked Administration of Achmac-Insurrection	and the appointment was immediately made.	Kambalu				made			was	was		was,made	was	made		made
1	PART 1	13	187	Wicked Administration of Achmac-Insurrection	Thus, either through ambition to hold high office, or dread of his power, he obtained possession of the fairest females, under the denomination of wives or of concubines.	Kambalu							hold	hold			hold			
1	PART 1	13	188	Wicked Administration of Achmac-Insurrection	Besides, he had twenty-five sons, who held the highest offices in the state, and, availing themselves of his authority, were guilty of similar violent and licentious proceedings.	Kambalu							had,held,were	held,were		were	held ,were			
1	PART 1	13	189	Wicked Administration of Achmac-Insurrection	He had likewise accumulated great wealth, since every one who obtained an appointment found it requisite to make him a liberal present.	Kambalu				make			had			found,make		make		make
1	PART 1	13	190	Wicked Administration of Achmac-Insurrection	During a period of twenty-two years, he exercised this absolute authority.	Kambalu														
1	PART 1	13	191	Wicked Administration of Achmac-Insurrection	At length the Kataians, natives of the country, unable to endure longer his multiplied acts of injustice and violation of domestic rights, began to devise means of bringing about his death and the overthrow of the government.	Kambalu							began							
1	PART 1	13	192	Wicked Administration of Achmac-Insurrection	Among the leading persons in this plot was Chenku, a commander of 6000 men, in whose family his dissolute conduct had spread dishonour.	Kambalu	Chenku			leading			leading,was,had,spread	was	leading,spread	was	was	leading		
1	PART 1	13	193	Wicked Administration of Achmac-Insurrection	He proposed the measure to one of his nation, named Vanku, who commanded 10,000 men, and suggested for its execution the period when the great khan, having completed his three months' residence in Kambalu, should have departed for his palace at Shandu, while his son Gengis had also retired to the place usually visited by him at that season.	Kambalu	Vanku,Khan,Gengis	Kambalu,Shandu	departed,visited	departed	proposed,named,suggested	proposed,suggested	proposed,named,commanded,suggested,having,have,had,visited	proposed,suggested	departed,retired,visited	departed,visited	proposed ,suggested	departed ,visited	proposed,named,suggested	departed,retired,visited
1	PART 1	13	194	Wicked Administration of Achmac-Insurrection	The charge of the city was then intrusted to Achmac, who communicated all affairs that occurred during his master's absence, and received the necessary instructions.	Kambalu	Achmac				communicated		was,communicated	was		was	was			
1	PART 1	13	195	Wicked Administration of Achmac-Insurrection	Vanku and Chenku, having thus consulted together, imparted the design to some leading persons among the Kataians, and also to their friends in various other cities.	Kambalu	Vanku,Chenku			leading		consulted	having,consulted,imparted,leading		leading		consulted	leading		
1	PART 1	13	196	Wicked Administration of Achmac-Insurrection	They formed an agreement, that on a certain day, immediately on perceiving a signal made by fire, they should rise and put to death all persons wearing beards. 	Kambalu				made,rise			put		rise	made,rise		made ,rise		made
