Unnamed: 0	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	VerbNet Narrate
174	3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	175	Angaman is a very large island, without a king; the people idolaters, resembling savage beasts; 			Angaman	resembling	resembling		
175	3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	176	indeed they are a most extraordinary race, having a head, teeth, and jaws like those of a mastiff dog.				having	having		
176	3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	177	They are very cruel, and eat all the men of every other nation whom they can seize.				eat,seize	eat,seize		
177	3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	178	They have great abundance and variety of spices, with fruits different from ours, but live chiefly on flesh and milk.							
178	3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	179	Having told of these various people, I will now mention another island.				Having,told,mention	Having,told,mention		told,mention
179	3	PART 1	17	Island of Seilan	180	When you depart from Angaman, and sail about a thousand miles westward, a little to the south, you reach the island of Seilan,the very best of its size in the world.	Seilan		Angaman,Seilan	sail	sail	sail	
180	3	PART 1	17	Island of Seilan	181	It is 2400 miles in circuit ; 							
181	3	PART 1	17	Island of Seilan	182	yet I must tell you that anciently it was larger, being 3600, as appears by the old maps of the mariners on that sea ; 				tell,was,being	tell,was,being		tell
182	3	PART 1	17	Island of Seilan	183	but the north wind blows with such violence, that a great part has been carried away by the water.				been,carried	been,carried		
183	3	PART 1	17	Island of Seilan	184	The people have a king called Sendemain, and are tributary to none ; 		Sendemain		called	called		
184	3	PART 1	17	Island of Seilan	185	they are idolaters, and go quite naked, except a small covering round the middle.				go,covering	go,covering	go	
185	3	PART 1	17	Island of Seilan	186	They have no grain but rice, living on it and on flesh.				living	living		
186	3	PART 1	17	Island of Seilan	187	I will now describe the most precious thing in the world; 				describe	describe		
187	3	PART 1	17	Island of Seilan	188	for here are noble and beautiful rubies, which can be procured nowhere else ; also the sapphire, the topaz, the amethyst, and various other precious stones.				be,procured	be,procured		
188	3	PART 1	17	Island of Seilan	189	The king has the most beautiful ruby that ever was or can be in the whole world.				was,be	was,be		
189	3	PART 1	17	Island of Seilan	190	It is the most splendid object on earth, and seems to glow like fire; 							
190	3	PART 1	17	Island of Seilan	191	it is of such value as money could scarcely purchase.				purchase	purchase		
191	3	PART 1	17	Island of Seilan	192	The great khan sent his messengers to him, wishing to buy it, and offering the value of a city.		Khan		sent,wishing,buy,offering	sent,wishing,buy,offering		
192	3	PART 1	17	Island of Seilan	193	The monarch replied, that he had received it from his ancestors, and would for no earthly consideration part with it.				replied,had,received	replied,had,received		replied
193	3	PART 1	17	Island of Seilan	194	The people are not menat-arms, but unwarlike and cowardly ; 							
194	3	PART 1	17	Island of Seilan	195	when they need soldiers in war, they send for those of another country, commonly for Saracens.							
195	3	PART 1	18	Origin of the Boodhist Religion in Seilan	196	I have also to tell you that in this island there is a great mountain, of which the rocks are so broken that it can be ascended only by chains of iron suspended, whereby men may mount to the summit.	Seilan			tell,be,ascended,suspended,mount	tell,be,ascended,suspended,mount	ascended	tell
196	3	PART 1	18	Origin of the Boodhist Religion in Seilan	197	Here, according to the Saracens, is the monument of Adam our first father ; 		Adam		according	according		
197	3	PART 1	18	Origin of the Boodhist Religion in Seilan	198	but the idolaters consider it as that of Sergamon Borcam.		Sergamon Borcam					
198	3	PART 1	18	Origin of the Boodhist Religion in Seilan	199	They describe this last as the first man whose image they worshipped, and as the best that ever lived in their country.				worshipped,lived	worshipped,lived		
199	3	PART 1	18	Origin of the Boodhist Religion in Seilan	200	He was son to a great, rich, and powerful king, yet refused to succeed to the throne, or to attend to any worldly concern.				was,refused,succeed,attend	was,refused,succeed,attend		
200	3	PART 1	18	Origin of the Boodhist Religion in Seilan	201	The monarch, who had no other son, was both grieved and angry.				had,was,grieved	had,was,grieved		
201	3	PART 1	18	Origin of the Boodhist Religion in Seilan	202	He made him large promises, offering even to resign, and raise him immediately te the throne ; 				made,offering,resign,raise	made,offering,resign,raise		
202	3	PART 1	18	Origin of the Boodhist Religion in Seilan	203	but the youth would listen to no such proposal.				listen	listen		
203	3	PART 1	18	Origin of the Boodhist Religion in Seilan	204	The father was like to die of grief, but bethought himself of a plan for bringing him back to the world.				was,die,bringing	was,die,bringing		
204	3	PART 1	18	Origin of the Boodhist Religion in Seilan	205	He lodged him in a very fine palace, and appointed 30,000 beautiful damsels to serve and amuse him.				lodged,appointed,serve,amuse	lodged,appointed,serve,amuse		
205	3	PART 1	18	Origin of the Boodhist Religion in Seilan	206	The prince, however, remained insensible to their seductions, and led a more virtuous and chaste life than before.				remained,led	remained,led		
206	3	PART 1	18	Origin of the Boodhist Religion in Seilan	207	Now his habits had been so recluse that he had never seen a dead person, or one not perfectly sound in his members.				had,been,had,seen,sound	had,been,had,seen,sound		
207	3	PART 1	18	Origin of the Boodhist Religion in Seilan	208	One day, happening to ride across the path where a man lay dead, he was utterly astonished, and asked of his attendants what that was.				happening,ride,lay,was,asked,was	happening,ride,lay,was,asked,was	ride	
208	3	PART 1	18	Origin of the Boodhist Religion in Seilan	209	This being explained, he inquired if all men died, and being told they did so, he walked on, musing very deeply.				being,explained,inquired,died,being,told,did,walked,musing	being,explained,inquired,died,being,told,did,walked,musing		explained,told
209	3	PART 1	18	Origin of the Boodhist Religion in Seilan	210	Some time after, he saw one unable to walk, and with all his teeth decayed through extreme old age.				saw,walk,decayed	saw,walk,decayed		
210	3	PART 1	18	Origin of the Boodhist Religion in Seilan	211	Having asked, and being informed what that was, he declared he would no longer remain in this evil region, but would seek a place where men neither died nor grew old.				Having,asked,being,informed,was,declared,seek,died,grew	Having,asked,being,informed,was,declared,seek,died,grew		declared
211	3	PART 1	18	Origin of the Boodhist Religion in Seilan	212	He left the palace, and journeyed into great and trackless mountains, where he spent his whole life virtuously and chastely, observing rigid abstinence ;				left,journeyed,spent,observing	left,journeyed,spent,observing	left	observing
212	3	PART 1	18	Origin of the Boodhist Religion in Seilan	213	 so that had he been a Christian, he must have been a very great saint.				had,been,have,been	had,been,have,been		
213	3	PART 1	18	Origin of the Boodhist Religion in Seilan	214	When he died, his corpse was carried to his father, who, on seeing the body of one whom he loved better than himself, was grieved to the heart.				died,was,carried,seeing,loved,was,grieved	died,was,carried,seeing,loved,was,grieved		
214	3	PART 1	18	Origin of the Boodhist Religion in Seilan	215	He made an image of him composed of gold and precious stones.				made,composed	made,composed		
215	3	PART 1	18	Origin of the Boodhist Religion in Seilan	216	All the people of the country adored him as a god, and they say that he died eighty-four times, becoming first an ox, then a horse, then a dog, and various other animals ; 				adored,died,becoming	adored,died,becoming		
216	3	PART 1	18	Origin of the Boodhist Religion in Seilan	217	but that the eighty-fourth time he became a god, and they worship him as their best and greatest.				became	became		
217	3	PART 1	18	Origin of the Boodhist Religion in Seilan	218	These were the first idolaters, from whom all the others in Seilan were descended.			Seilan	were,were,descended	were,were,descended	descended	
218	3	PART 1	18	Origin of the Boodhist Religion in Seilan	219	But I assure you, many from the most distant countries come hither on pilgrimage, as Christians to the shrine of St James, and the monument on this mountain is said to be that of the prince, whose teeth, hair, and skull were preserved.				said,be,were,preserved	said,be,were,preserved		said
219	3	PART 1	18	Origin of the Boodhist Religion in Seilan	220	But the Saracens say that it is that of Adam, our first parent.		Adam					
220	3	PART 1	18	Origin of the Boodhist Religion in Seilan	221	God knows which is right, but one cannot believe the latter, for the Scriptures of our holy church assure us that he died in another part of the world.				believe,assure,died	believe,assure,died		
221	3	PART 1	18	Origin of the Boodhist Religion in Seilan	222	Now it happened that the great khan, hearing that the tomb of Adam, with the other objects mentioned, was on this mountain, sent, in 1284, a numerous embassy, who travelled by land to the island of Seilan.		Khan,Adam	Seilan	happened,hearing,mentioned,was,sent,travelled	happened,hearing,mentioned,was,sent,travelled		mentioned
222	3	PART 1	18	Origin of the Boodhist Religion in Seilan	223	They went to the king, and procured two of the grinding teeth, which were very large, also the hair, and the cup, of beautiful green porphyry.				went,procured,grinding,were	went,procured,grinding,were	went	
223	3	PART 1	18	Origin of the Boodhist Religion in Seilan	224	They then returned, and sent notice to their sovereign of what they were bringing, when he ordered his subjects to go forth and meet these relics of our first father.				returned,sent,were,bringing,ordered,go,meet	returned,sent,were,bringing,ordered,go,meet	returned,go	
