chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases	Travel Phrases	Travelled Location
3	PART 1	30	Tana (Bombay)	503	Let us leave this country and speak of Cambaia.			Cambaia	Let,leave,speak	Let,leave,speak	Let us leave this country and speak of Cambaia,leave this country and speak of Cambaia,speak of Cambaia	us,this country,Cambaia	Cambaia	Cambaia
3	PART 1	31	Kingdom of Cambaia	504	This is a great kingdom to the west ; 	Cambaia								
3	PART 1	31	Kingdom of Cambaia	505	the people idolaters, with a language of their own, and a ruler subject to no other.									
3	PART 1	31	Kingdom of Cambaia	506	Here the north-star appears more fully, as it always does the farther you go westward.									
3	PART 1	31	Kingdom of Cambaia	507	This region is rich and productive, particularly in excellent indigo; also cotton, both raw and manufactured, which is exported to many other countries.				manufactured,exported	manufactured,exported	exported to many other countries	many other countries		
3	PART 1	31	Kingdom of Cambaia	508	I may add, many hides are dressed, and worked with a skill nowhere surpassed ; 				add,dressed,worked,surpassed	add,dressed,worked,surpassed	add,dressed,worked with a skill nowhere surpassed			
3	PART 1	31	Kingdom of Cambaia	509	also other articles too tedious to enumerate.				enumerate	enumerate	enumerate			
3	PART 1	31	Kingdom of Cambaia	510	The foreign merchants bring mostly gold, silver, and brass.									
3	PART 1	31	Kingdom of Cambaia	511	The people are not pirates, but honest ; living by trade and manufacture.									
3	PART 1	31	Kingdom of Cambaia	512	And now I will tell you of Semenat.			Semenat	tell	tell	tell you of Semenat	you		
3	PART 1	32	Kingdom of Semenat (Sumnaut)	513	This is a great country to the westward.	Semant								
3	PART 1	32	Kingdom of Semenat (Sumnaut)	514	The inhabitants are idolaters, with languages of their own, and a monarch subject to no other.									
3	PART 1	32	Kingdom of Semenat (Sumnaut)	515	They are not pirates, but live by trade and industry, as good men ought to do.				do	do	do			
3	PART 1	32	Kingdom of Semenat (Sumnaut)	516	The country is rich, and frequented by many merchants.				frequented	frequented	frequented by many merchants	many merchants		
3	PART 1	32	Kingdom of Semenat (Sumnaut)	517	The people, however, are fierce and cruel idolaters.									
3	PART 1	32	Kingdom of Semenat (Sumnaut)	518	Kesmacoran is a kingdom with a sovereign and languages of its own.			Kesmacoran						
3	PART 1	32	Kingdom of Semenat (Sumnaut)	519	The people are idolaters, and raise abundance of rice, on which and on flesh and milk they subsist.				raise	raise	raise abundance of rice , on which and on flesh and milk they subsist	abundance of rice , on which and on flesh and milk they subsist		
3	PART 1	32	Kingdom of Semenat (Sumnaut)	520	There is a great trade by sea and land, but nothing else worth mentioning.				mentioning	mentioning	mentioning			
3	PART 1	32	Kingdom of Semenat (Sumnaut)	521	Now this is the last province found in India, in proceeding between west and north-west ; 			India	found,proceeding	found,proceeding	found in India , in proceeding between west and north-west,proceeding between west and north-west	west and north-west		
3	PART 1	32	Kingdom of Semenat (Sumnaut)	522	and all the kingdoms already described, from Maabar to this, belong to that India which is called the Greater, and is the first of any in the world.			Maabar,India	described,called	described,called	called the Greater	the Greater		
3	PART 1	32	Kingdom of Semenat (Sumnaut)	523	I have, however, only mentioned those on the seacoast, since to treat of the inland ones would have been too tedious.				mentioned,treat,have,been	mentioned,treat,have,been	mentioned,treat of the inland ones would have been too tedious,been too tedious	the inland ones		
3	PART 1	32	Kingdom of Semenat (Sumnaut)	524	I shall therefore proceed to notice certain islands, also belonging to India, and first two called Male and Female.			India,Male,Female	proceed,notice,belonging,called	proceed,notice,belonging,called	proceed to notice certain islands , also belonging to India , and first two called Male and Female,notice certain islands , also belonging to India , and first two called Male and Female,called Male and Female	India	India	India
3	PART 1	33	Islands called Male and Female	525	The isle called Male is full 500 miles out at sea, south of Kesmacoran.	Male,Female		Male,Kesmacoran	called	called	called Male			
3	PART 1	33	Islands called Male and Female	526	The people are baptized Christians, attached to the law and customs of the Old Testament ; 				baptized,attached	baptized,attached	baptized Christians , attached to the law and customs of the Old Testament,attached to the law and customs of the Old Testament	Christians , attached to the law and customs of the Old Testament,the law and customs of the Old Testament		
3	PART 1	33	Islands called Male and Female	527	they are very reserved in their intercourse with their wives.				reserved	reserved				
3	PART 1	33	Islands called Male and Female	528	All the latter, indeed, dwell in another isle which is called Female.			Female	called	called	called Female			
3	PART 1	33	Islands called Male and Female	529	The men go and reside there three months in the year-March, April, and May-when they return to their own residence, and spend the remaining nine months in labour.				spend,remaining	spend,remaining	spend the remaining nine months in labour	the remaining nine months in labour		
3	PART 1	33	Islands called Male and Female	530	In this isle is found very fine and beautiful amber.				found	found	found very fine and beautiful amber	very fine and beautiful amber		
3	PART 1	33	Islands called Male and Female	531	The people live on rice, milk, and flesh, and excel in fishing, capturing enough both for their own food and for exportation.				excel,capturing	excel,capturing	capturing enough both for their own food and for exportation	enough		
3	PART 1	33	Islands called Male and Female	532	They have no ruler except a bishop subject to the Archbishop of Scotra, and have languages of their own.			Scotra						
3	PART 1	33	Islands called Male and Female	533	The isle where their wives reside is thirty miles distant ; 									
3	PART 1	33	Islands called Male and Female	534	but they could not live if they spent the whole year with them.				live,spent	live,spent	live if they spent the whole year with them,spent the whole year with them	the whole year with them		
3	PART 1	33	Islands called Male and Female	535	The sons remain with their mothers till the of fourteen, when they go to join their fathers in their separate abode.				join	join	join their fathers in their separate abode	their fathers,their separate abode		
3	PART 1	34	Isle of Socotra	536	About 500 miles south from these isles you find that of Scotra, the people of which are baptized Christians, and have an archbishop.	Scotra		Scotra	baptized	baptized	baptized Christians	Christians		
3	PART 1	34	Isle of Socotra	537	Ambergris is very plentiful, being voided from the entrails of whales, which are pursued most actively, in order to obtain this precious article.				being,voided,pursued,obtain	being,voided,pursued,obtain	being voided from the entrails of whales , which are pursued most actively,voided from the entrails of whales , which are pursued most actively,pursued most actively,obtain this precious article	the entrails of whales , which are pursued most actively,this precious article		
3	PART 1	34	Isle of Socotra	538	They strike into the animal a barbed iron 80 firmly that it cannot be drawn out.				barbed,be,drawn	barbed,be,drawn	barbed iron 80 firmly that it can not be drawn out,be drawn out,drawn out	iron 80		
3	PART 1	34	Isle of Socotra	539	A long line attached enables them to discover the place where the dead fish lies, and drag it to the shore, when they extract from its belly the ambergris, and from its head several casks of oil.				attached,discover,drag	attached,discover,drag	attached,discover the place where the dead fish lies , and drag it to the shore , when they extract from its belly the ambergris , and from its head several casks of oil,drag it to the shore , when they extract from its belly the ambergris , and from its head several casks of oil	the place,the dead fish,the shore , when they extract from its belly the ambergris , and from its head several casks of oil		
3	PART 1	34	Isle of Socotra	540	Fine cotton cloth is made; and abundance of good salt fish prepared.				made,prepared	made,prepared	made,prepared			
3	PART 1	34	Isle of Socotra	541	The people subsist on rice, milk, and flesh; and go naked after the manner of the other idolatrous Indians.				go	go	go naked after the manner of the other idolatrous Indians			
3	PART 1	34	Isle of Socotra	542	To this island come many ships and merchants ; 				come	come	come many ships and merchants ;	many ships and merchants		
3	PART 1	34	Isle of Socotra	543	and indeed all those destined for Aden touch there.			Aden	destined	destined	destined for Aden touch there	Aden touch	Aden touch	Aden
3	PART 1	34	Isle of Socotra	544	The archbishop has no connexion with the See of Rome, but is subject to a primate resident at Bagdad, who appoints him, as well as sends mandates to bishops and prelates in other quarters of the world.			Rome,Bagdad						
3	PART 1	34	Isle of Socotra	545	Hither, too, repair many corsairs with their ships, to sell their booty, and find a ready market, because the Christians, knowing it to have been abstracted from idolaters and Saracens, scruple not to purchase.				sell,find,knowing,have,been,abstracted,purchase	sell,find,knowing,have,been,abstracted,purchase	sell their booty,find a ready market , because the Christians,knowing it to have been abstracted from idolaters and Saracens , scruple not to purchase,have been abstracted from idolaters and Saracens , scruple not to purchase,been abstracted from idolaters and Saracens , scruple not to purchase,abstracted from idolaters and Saracens , scruple not to purchase,purchase	their booty,a ready market,it,idolaters and Saracens , scruple,purchase		
3	PART 1	34	Isle of Socotra	546	I can tell you, moreover, that these Christians are the  most skilful enchanters in the world.				tell	tell	tell you , moreover , that these Christians are the most skilful enchanters in the world	you		
3	PART 1	34	Isle of Socotra	547	The archbishop, indeed, forbids and even punishes this practice, but without any avail ;									
3	PART 1	34	Isle of Socotra	548	for their ancestors, they say, followed it before them, and they will continue.				followed,continue	followed,continue	followed it before them,continue	it		
3	PART 1	34	Isle of Socotra	549	For instance, if a ship is proceeding full sail with a favourable wind, they raise a contrary one, and oblige it to return.				proceeding,oblige,return	proceeding,oblige,return	proceeding full sail with a favourable wind,oblige it to return,return	full sail,it,return		
3	PART 1	34	Isle of Socotra	550	They can make it blow from any quarter they please, and cause either a dead calm or a violent tempest.				make,blow,cause	make,blow,cause	make it blow from any quarter they please , and cause either a dead calm or a violent tempest,blow from any quarter they please , and cause either a dead calm or a violent tempest,cause either a dead calm or a violent tempest	it,any quarter they please,either a dead calm or a violent tempest		
