chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases
3	PART 1	9	Island of Little Java (Sumatra)	111	Departing from Pentam, and going 130-miles south-east, you find the island of Java the Lesser; but notwithstanding this title, it is above two thousand miles in circuit, with eight kingdoms, and the same number of crowned sovereigns.	Java the Lesser		Pentam,Java the Lesser	Departing,going,crowned	Departing,going,crowned	Departing from Pentam , and going 130-miles south-east,going 130-miles south-east	Pentam,130-miles south-east
3	PART 1	9	Island of Little Java (Sumatra)	112	I will tell you the whole truth about it.				tell	tell	tell you the whole truth about it	you
3	PART 1	9	Island of Little Java (Sumatra)	113	The people are idolaters, and each nation has a language of its own.							
3	PART 1	9	Island of Little Java (Sumatra)	114	There is a very great abundance of treasure and costly spices, as well as of lignum aloes and many other woods unknown in our country.							
3	PART 1	9	Island of Little Java (Sumatra)	115	What will appear very wonderful is, that this isle lies so far south, that the north star is never seen.				appear,seen	appear,seen	appear very wonderful,seen	
3	PART 1	9	Island of Little Java (Sumatra)	116	Now I will tell you of each kingdom by itself.				tell	tell	tell you of each kingdom by itself	you
3	PART 1	10	Kingdom of Ferlech	117	In that of Ferlech are Saracen merchants, who come with their vessels, and have converted the people to the law of Mohammed ; 	Ferlech	Mohammed	Ferlech	converted	converted	converted the people to the law of Mohammed	the people to the law of Mohammed
3	PART 1	10	Kingdom of Ferlech	118	but only in the city, for those in the mountains live like brutes, eating the flesh of men and of the vilest animals.				eating	eating	eating the flesh of men	the flesh of men
3	PART 1	10	Kingdom of Ferlech	119	They worship various objects, particularly the first thing they meet after rising in the morning.				rising	rising	rising in the morning	the morning
3	PART 1	11	Kingdom of Basman	120	Leaving Ferlech, you enter Basman,a kingdom by itself, whose people have a language of their own, and live without law, like beasts.	Basman		Ferlech,Basman	Leaving,live	Leaving,live	Leaving Ferlech,live without law , like beasts	Ferlech,law
3	PART 1	11	Kingdom of Basman	121	They own the supremacy of the khan, but pay him no tribute, because the great distance prevents his troops from reaching them; 		Khan		pay,reaching	pay,reaching	pay him no tribute , because the great distance prevents his troops from reaching them,reaching them	him,them
3	PART 1	11	Kingdom of Basman	122	yet they sometimes make him a present of strange objects.							
3	PART 1	11	Kingdom of Basman	123	Here are wild elephants, and unicorns not much smaller, being double the size of a buffalo.				being	being	being double the size of a buffalo	double the size of a buffalo
3	PART 1	11	Kingdom of Basman	124	They have a large black horn in the middle of the forehead, and beneath the tongue sharp prickles, which can inflict severe wounds.				inflict	inflict	inflict severe wounds	severe wounds
3	PART 1	11	Kingdom of Basman	125	 Their heads resemble that of the wild boar, yet they carry them bent to the earth.							
3	PART 1	11	Kingdom of Basman	126	They are very ugly, and fond of wallowing among mire.				wallowing	wallowing	wallowing among mire	mire
3	PART 1	11	Kingdom of Basman	127	It is not true, as asserted among us, that they allow themselves to be taken by a virgin, but quite the contrary.				asserted,be,taken	asserted,be,taken	asserted among us,be taken by a virgin , but quite the contrary,taken by a virgin , but quite the contrary	a virgin , but quite the contrary
3	PART 1	11	Kingdom of Basman	128	There are here good and serviceable falcons, black like crows ; also a prodigious number of monkeys of various forms and habits.							
3	PART 1	11	Kingdom of Basman	129	But you must know that those who bring the little men from India practise a great deception.			India	know,practise	know,practise	know that those who bring the little men from India practise a great deception,practise a great deception	a great deception
3	PART 1	11	Kingdom of Basman	130	I assure you the figures to which they give that name are manufactured in this island in the following manner :-There is a species of small monkey, with a face resembling the human, which they catch, skin, and shave off all the hair except on the beard and chin; having then moulded them into a human semblance, they dry and preserve them with camphor and other articles.				manufactured,following,resembling,shave,having,moulded	manufactured,following,resembling,shave,having,moulded	manufactured in this island in the following manner,resembling the human , which they catch , skin,shave off all the hair except on the beard and chin,having then moulded them into a human semblance	this island in the following manner,the human , which they catch , skin
3	PART 1	11	Kingdom of Basman	131	But it is a gross deception ; 							
3	PART 1	11	Kingdom of Basman	132	for neither in India, nor in any other country, however savage, are there men so small as these pretended ones.			India				
3	PART 1	11	Kingdom of Basman	133	Now let us tell of a kingdom called Samara.			Samara	let,tell,called	let,tell,called	let us tell of a kingdom called Samara,tell of a kingdom called Samara,called Samara	us,a kingdom called Samara,Samara
3	PART 1	12	Kingdom of Samara	134	When a man departs from Basman, he finds the kingdom of Samara, in which I myself, Marco Polo, remained five months, because the bad weather did not allow us to sail. 	Samara	Marco Polo	Basman,Samara	remained,did,allow,sail	remained,did,allow,sail	remained five months , because the bad weather did not allow us to sail,did not allow us to sail,allow us to sail,sail	five months , because the bad weather did not allow us to sail,not,us
3	PART 1	12	Kingdom of Samara	135	Here neither the north star nor the constellation of the Greater Bear appeared.				appeared	appeared	appeared	
3	PART 1	12	Kingdom of Samara	136	The people are savage idolaters, governed by a rich and powerful king, and owning a nominal submission to the great khan.		Khan		governed,owning	governed,owning	governed by a rich and powerful king,owning a nominal submission to the great khan	a rich and powerful king,a nominal submission
3	PART 1	12	Kingdom of Samara	137	During our stay, we landed and erected castles of wood and twigs, where we remained through the fear of these wicked men, who eat their fellow-creatures.				landed,erected,remained	landed,erected,remained	landed and erected castles of wood and twigs , where we remained through the fear of these wicked men , who eat their fellow-creatures,remained through the fear of these wicked men , who eat their fellow-creatures	the fear of these wicked men , who eat their fellow-creatures
