chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	WordNet Travel	FrameNet Travel	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	179	Having told of these various people, I will now mention another island.					told,mention				told,mention	Having,told,mention	told,mention	mention ,told		told,mention	
3	PART 1	17	Island of Seilan	180	When you depart from Angaman, and sail about a thousand miles westward, a little to the south, you reach the island of Seilan,the very best of its size in the world.	Seilan		Angaman,Seilan	sail		sail	sail	sail					sail		sail
3	PART 1	17	Island of Seilan	181	It is 2400 miles in circuit ; 															
3	PART 1	17	Island of Seilan	182	yet I must tell you that anciently it was larger, being 3600, as appears by the old maps of the mariners on that sea ; 					tell			was,being	tell	tell,was,being	tell,was,being	being ,tell ,was		tell	
3	PART 1	17	Island of Seilan	183	but the north wind blows with such violence, that a great part has been carried away by the water.							carried	been		been,carried	been	been		carried	
3	PART 1	17	Island of Seilan	184	The people have a king called Sendemain, and are tributary to none ; 		Sendemain			called				called	called		called			
3	PART 1	17	Island of Seilan	185	they are idolaters, and go quite naked, except a small covering round the middle.				go		go	go	go		covering	go		go	covering	go
3	PART 1	17	Island of Seilan	186	They have no grain but rice, living on it and on flesh.															
3	PART 1	17	Island of Seilan	187	I will now describe the most precious thing in the world; 					describe					describe	describe	describe		describe	
3	PART 1	17	Island of Seilan	188	for here are noble and beautiful rubies, which can be procured nowhere else ; also the sapphire, the topaz, the amethyst, and various other precious stones.								be		be	be	be			
3	PART 1	17	Island of Seilan	189	The king has the most beautiful ruby that ever was or can be in the whole world.								was,be		was,be	was,be	be ,was			
3	PART 1	17	Island of Seilan	190	It is the most splendid object on earth, and seems to glow like fire; 															
3	PART 1	17	Island of Seilan	191	it is of such value as money could scarcely purchase.															
3	PART 1	17	Island of Seilan	192	The great khan sent his messengers to him, wishing to buy it, and offering the value of a city.		Khan								sent,wishing,offering					
3	PART 1	17	Island of Seilan	193	The monarch replied, that he had received it from his ancestors, and would for no earthly consideration part with it.					replied				replied	replied,had		replied			
3	PART 1	17	Island of Seilan	194	The people are not menat-arms, but unwarlike and cowardly ; 															
3	PART 1	17	Island of Seilan	195	when they need soldiers in war, they send for those of another country, commonly for Saracens.															
3	PART 1	18	Origin of the Boodhist Religion in Seilan	196	I have also to tell you that in this island there is a great mountain, of which the rocks are so broken that it can be ascended only by chains of iron suspended, whereby men may mount to the summit.	Seilan				tell	ascended	ascended	be,ascended	tell	tell,be	tell,be	be ,tell	ascended	tell	
3	PART 1	18	Origin of the Boodhist Religion in Seilan	197	Here, according to the Saracens, is the monument of Adam our first father ; 		Adam													
3	PART 1	18	Origin of the Boodhist Religion in Seilan	198	but the idolaters consider it as that of Sergamon Borcam.		Sergamon Borcam													
3	PART 1	18	Origin of the Boodhist Religion in Seilan	199	They describe this last as the first man whose image they worshipped, and as the best that ever lived in their country.															
3	PART 1	18	Origin of the Boodhist Religion in Seilan	200	He was son to a great, rich, and powerful king, yet refused to succeed to the throne, or to attend to any worldly concern.								was		was	was	was			
3	PART 1	18	Origin of the Boodhist Religion in Seilan	201	The monarch, who had no other son, was both grieved and angry.								was		had,was	was	was			
3	PART 1	18	Origin of the Boodhist Religion in Seilan	202	He made him large promises, offering even to resign, and raise him immediately te the throne ; 						made	resign	made		offering,raise			made		made,resign
3	PART 1	18	Origin of the Boodhist Religion in Seilan	203	but the youth would listen to no such proposal.															
3	PART 1	18	Origin of the Boodhist Religion in Seilan	204	The father was like to die of grief, but bethought himself of a plan for bringing him back to the world.								was		was	was	was			
3	PART 1	18	Origin of the Boodhist Religion in Seilan	205	He lodged him in a very fine palace, and appointed 30,000 beautiful damsels to serve and amuse him.											serve				
3	PART 1	18	Origin of the Boodhist Religion in Seilan	206	The prince, however, remained insensible to their seductions, and led a more virtuous and chaste life than before.						led	led			led			led		
3	PART 1	18	Origin of the Boodhist Religion in Seilan	207	Now his habits had been so recluse that he had never seen a dead person, or one not perfectly sound in his members.							seen	been		had,been,had,seen,sound	been	been			seen
3	PART 1	18	Origin of the Boodhist Religion in Seilan	208	One day, happening to ride across the path where a man lay dead, he was utterly astonished, and asked of his attendants what that was.				ride	asked	ride	ride	ride,was,was	asked	lay,was,asked,was	was,was	asked ,was ,was	ride		
3	PART 1	18	Origin of the Boodhist Religion in Seilan	209	This being explained, he inquired if all men died, and being told they did so, he walked on, musing very deeply.				walked	explained,inquired,told	walked	did,walked	being,being	explained,inquired,told	being,explained,inquired,being,told	being,explained,being,told	being ,being ,explained ,inquired ,told	walked	explained,told	
3	PART 1	18	Origin of the Boodhist Religion in Seilan	210	Some time after, he saw one unable to walk, and with all his teeth decayed through extreme old age.				walk		walk	saw,walk			saw			walk		
3	PART 1	18	Origin of the Boodhist Religion in Seilan	211	Having asked, and being informed what that was, he declared he would no longer remain in this evil region, but would seek a place where men neither died nor grew old.					asked,informed,declared		seek	being,was	asked,informed,declared	Having,asked,being,informed,was,declared	being,was,declared	asked ,being ,declared ,informed ,was		informed,declared	
3	PART 1	18	Origin of the Boodhist Religion in Seilan	212	He left the palace, and journeyed into great and trackless mountains, where he spent his whole life virtuously and chastely, observing rigid abstinence ;				left,journeyed	observing	left,journeyed	left,journeyed	left	observing	left,observing	observing	observing	journeyed ,left	observing	left,journeyed
3	PART 1	18	Origin of the Boodhist Religion in Seilan	213	 so that had he been a Christian, he must have been a very great saint.								been,been		had,been,have,been	been,been	been ,been			
3	PART 1	18	Origin of the Boodhist Religion in Seilan	214	When he died, his corpse was carried to his father, who, on seeing the body of one whom he loved better than himself, was grieved to the heart.							carried,seeing	was,was		was,carried,seeing,was	was,was	was ,was		carried	seeing
3	PART 1	18	Origin of the Boodhist Religion in Seilan	215	He made an image of him composed of gold and precious stones.						made		made					made		made
3	PART 1	18	Origin of the Boodhist Religion in Seilan	216	All the people of the country adored him as a god, and they say that he died eighty-four times, becoming first an ox, then a horse, then a dog, and various other animals ; 															
3	PART 1	18	Origin of the Boodhist Religion in Seilan	217	but that the eighty-fourth time he became a god, and they worship him as their best and greatest.															
3	PART 1	18	Origin of the Boodhist Religion in Seilan	218	These were the first idolaters, from whom all the others in Seilan were descended.			Seilan			descended	descended	were,were,descended		were,were	were,were	were ,were	descended		
3	PART 1	18	Origin of the Boodhist Religion in Seilan	219	But I assure you, many from the most distant countries come hither on pilgrimage, as Christians to the shrine of St James, and the monument on this mountain is said to be that of the prince, whose teeth, hair, and skull were preserved.					said			be,were	said	said,be,were	said,be,were	be ,said ,were		said	
3	PART 1	18	Origin of the Boodhist Religion in Seilan	220	But the Saracens say that it is that of Adam, our first parent.		Adam													
3	PART 1	18	Origin of the Boodhist Religion in Seilan	221	God knows which is right, but one cannot believe the latter, for the Scriptures of our holy church assure us that he died in another part of the world.					assure				assure	assure		assure		assure	
3	PART 1	18	Origin of the Boodhist Religion in Seilan	222	Now it happened that the great khan, hearing that the tomb of Adam, with the other objects mentioned, was on this mountain, sent, in 1284, a numerous embassy, who travelled by land to the island of Seilan.		Khan,Adam	Seilan	travelled	mentioned	travelled	travelled	was,travelled	mentioned	mentioned,was,sent	mentioned,was	mentioned ,was	travelled	mentioned	travelled
