	Unnamed: 0	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	WordNet Travel	FrameNet Travel
663	663	1	PART 1	46	On their Wars, and the Order of their Armies	664	They have likewise their milk dried into a species of paste, which, when about to use, they stir till it becomes liquid and can be drunk.				dried,use,be	dried,use,be		be
664	664	1	PART 1	46	On their Wars, and the Order of their Armies	665	When they go to battle with their enemies, they conquer in this manner: they apparently betake themselves to a shameful flight, for they have so trained their horses that they turn round and round like dogs.				trained	trained	trained	
665	665	1	PART 1	46	On their Wars, and the Order of their Armies	666	And when they are fleeing and hotly pursued, they fight as well as when they face the enemy ; 				fleeing,pursued	fleeing,pursued	pursued	
666	666	1	PART 1	46	On their Wars, and the Order of their Armies	667	for in their swiftest flight they wheel about and discharge their arrows, which kill both men and horses of the opposite army, who, when they think their adversaries discomfited and vanquished, fall themselves one after the other.				discharge,vanquished	discharge,vanquished		
667	667	1	PART 1	46	On their Wars, and the Order of their Armies	668	When the Tartars have thus made a great slaughter, they turn and rush on so violently, that they soon gain a complete triumph.				made,gain	made,gain		
668	668	1	PART 1	46	On their Wars, and the Order of their Armies	669	All that I have told you here applies to the genuine Tartars ; 				told	told		
669	669	1	PART 1	46	On their Wars, and the Order of their Armies	670	but they are now much altered ; 				altered	altered		
670	670	1	PART 1	46	On their Wars, and the Order of their Armies	671	those who live in Cathay have adopted the manners and customs of the idolaters ; 			Cathay	adopted	adopted		
671	671	1	PART 1	46	On their Wars, and the Order of their Armies	672	those in the Levant imitate the Saracens.			Levant	imitate	imitate		
672	672	1	PART 1	46	On their Wars, and the Order of their Armies	673	I have said nothing here of the mighty acts of the great khan, the sire of all the Tartars, nor of his splendid imperial court ; 		Khan		said	said		
673	673	1	PART 1	46	On their Wars, and the Order of their Armies	674	for these wonderful things are described elsewhere in this book.				described	described		
674	674	1	PART 1	46	On their Wars, and the Order of their Armies	675	But let us now return to our route on the great plain where we were when we began to speak of their actions.				let,were,began,speak	let,were,began,speak		were
675	675	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	676	When you depart from Karakorum, and from Altai, where the khans are interred, as I have related above, you go northwards through a country which is called the plain of Bangu, and continues during a journey of forty days.	Bangu		Karakorum,Altai,Bangu	interred,related,called	interred,related,called		
676	676	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	677	The inhabitants, who are called Mecri, and are very savage, live on the flesh of animals, chiefly deer, nay I assure you that they ride upon these animals.				called,live	called,live		
677	677	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	678	Their customs resemble those of the Tartars, and they are subject to the great khan.		Khan					[]
678	678	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	679	They have neither corn nor wine, but in summer abundance of beasts and birds for hunting and hawking ; 				hawking	hawking		
679	679	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	680	though in winter none remain in the country on account of the intense cold.							[]
680	680	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	681	After travelling these forty days you come to the ocean ; 				travelling	travelling	travelling	travelling
681	681	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	682	and there is found a mountain, where the peregrine falcons build their nests.				found	found		
682	682	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	683	You must know this place contains neither men nor women, nor beasts, nor any birds, except one species, which is called barghenlac, on which the hawks feed.		`		know,called	know,called		
683	683	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	684	They are of the size of partridges, have feet like parrots, and tails like swallows, and they fly very swiftly.							[]
684	684	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	685	When the great khan wishes peregrine falcons, he sends thither for them. 		Khan					[]
685	685	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	686	In an island of that sea, too, are bred the gerfalcons; 				bred	bred		
686	686	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	687	and I assure you the place is so far north, that the polestar remains behind, and is seen to the south.				seen	seen	seen	
687	687	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	688	Those birds are bred on that isle in such abundance, that the great khan obtains as many as he pleases; 		Khan		bred	bred		
688	688	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	689	while others are conveyed to Argon and other lords of the East.		Argon		conveyed	conveyed		
689	689	1	PART 1	47	On the Plains of Bangu and the extreme Parts of the North	690	Now that I have told you of these northern provinces as far asthe ocean, let us return to Canpicion.			Canpicion	told,let,return	told,let,return	return	
690	690	1	PART 1	48	On the great City of Erginul	691	When a man departs from that city, he goes five days eastward through a country where there are many spirits, who are often heard speaking during the night.	Erginul,Tangut			heard	heard		
691	691	1	PART 1	48	On the great City of Erginul	692	You then find a kingdom called Erginul,belonging to the great khan, and included in the large province of Tangut.		Khan	Erginul,Tangut	called,belonging,included	called,belonging,included		
692	692	1	PART 1	48	On the great City of Erginul	693	There are a good many towns, the chief one bearing the same name ; 				bearing	bearing		bearing
693	693	1	PART 1	48	On the great City of Erginul	694	and the people are a mixture of Nestorian Christians, idolaters, and Mohammedans.							[]
694	694	1	PART 1	48	On the great City of Erginul	695	Proceeding thence south-east, you come into the country of Cathay, when you will find in the way a city named Singuy.			Cathay,Singuy	Proceeding,find,named	Proceeding,find,named	Proceeding	
695	695	1	PART 1	48	On the great City of Erginul	696	There are a good many other towns, still in Tangut, and subject to the great khan; 		Khan	Tangut				[]
696	696	1	PART 1	48	On the great City of Erginul	697	and the inhabitants are as above described.				described	described		
697	697	1	PART 1	48	On the great City of Erginul	698	There are a vast number of wild oxen, as large as elephants, and very beautiful, their back being entirely covered with white and black hair, three palms long.				being,covered	being,covered		being
698	698	1	PART 1	48	On the great City of Erginul	699	These animals are also caught and tamed, when they do twice as much work as the common ox.				caught,tamed	caught,tamed		
699	699	1	PART 1	48	On the great City of Erginul	700	This country, too, produces the best musk in the world, and I will describe the animal by which it is supplied.				describe,supplied	describe,supplied		
700	700	1	PART 1	48	On the great City of Erginul	701	It is small, about the size of an antelope, which it resembles in the feet and tail, but has a soft thick hair like the stag, no horns, only four teeth, two above and two below, three inches long and very sharp.							[]
701	701	1	PART 1	48	On the great City of Erginul	702	It is a beautiful creature; 							[]
702	702	1	PART 1	48	On the great City of Erginul	703	and, on its being taken, there is found a bag between the skin and the flesh, containing a bloody imposthume, which, when the skin is cut through, is drawn out, and forms the musk whence issues so strong an odour.				being,taken,found,containing,cut,drawn	being,taken,found,containing,cut,drawn	cut,drawn	being,taken
703	703	1	PART 1	48	On the great City of Erginul	704	In this country it is very abundant, and of good quality.							[]
704	704	1	PART 1	48	On the great City of Erginul	705	The people also raise plenty of corn,and engage in merchandise and manufactures.				engage	engage		
705	705	1	PART 1	48	On the great City of Erginul	706	The region extends to a journey of full twentyfive days.							[]
706	706	1	PART 1	48	On the great City of Erginul	707	There are pheasants twice as large as ours, with tails from seven to ten palms long.							[]
707	707	1	PART 1	48	On the great City of Erginul	708	Others resemble ours; 							[]
708	708	1	PART 1	48	On the great City of Erginul	709	and there are various birds, with finely coloured wings.				coloured	coloured		
709	709	1	PART 1	48	On the great City of Erginul	710	The people, who are idolaters, are fat, with small noses, black hair, and no beard unless on the chin.							[]
710	710	1	PART 1	48	On the great City of Erginul	711	The ladies have no hair except on the head, and are every way very handsome.							[]
711	711	1	PART 1	48	On the great City of Erginul	712	The men are voluptuous, and are authorized by their law and usage to take as many wives as they can maintain.				authorized,take,maintain	authorized,take,maintain		take
712	712	1	PART 1	48	On the great City of Erginul	713	If a woman is beautiful, though of humble birth, a great baron readily espouses her, giving to her mother such a sum of money as may be agreed on.				giving,be,agreed	giving,be,agreed		be
713	713	1	PART 1	49	On the Province of Egrigaia	714	When a man departs from Erginul, and goes eight days castward, he finds a province of Tangut called Egrigaia, where there are cities and castles, and the chief one is named Calacian.	Egrigaia,Tangut,Calacian		Erginul,Tangut,Egrigaia,Calacian	called,named	called,named		
714	714	1	PART 1	49	On the Province of Egrigaia	715	The people are idolaters ; 							[]
715	715	1	PART 1	49	On the Province of Egrigaia	716	yet there are three towns held by Nestorian Christians.				held	held		
716	716	1	PART 1	49	On the Province of Egrigaia	717	They are subject to the great Tartar;							[]
717	717	1	PART 1	49	On the Province of Egrigaia	718	 and in this city is made cloth of camels' hair, the most beautiful and valuable in the world.				made	made		
718	718	1	PART 1	49	On the Province of Egrigaia	719	There is a kind of wool whence they manufacture very fine white camlets in great quantities.							[]
719	719	1	PART 1	49	On the Province of Egrigaia	720	These the merchants convey by many routes to Cathay and other parts throughout the world.			Cathay				[]
720	720	1	PART 1	49	On the Province of Egrigaia	721	Now let us go to Tenduc, in the territory of Prester John.		Prester John	Tenduc	let,go	let,go	go	go
721	721	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	722	Tenduc is a province towards the east,where there are cities and castles, and the chief one bears the same name.	Tenduc,Cianganor		Tenduc				[]
722	722	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	723	The people belong to the great khan, like all those formerly subject to Prester John.		Khan,Prester John					[]
723	723	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	724	In this province there is a king named George, descended from that prince, and who indeed enjoys his power.		George		named,descended	named,descended	descended	descended
724	724	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	725	He holds the land under the khan, but only a part of that which was possessed by his ancestor.		Khan		was,possessed	was,possessed		was
725	725	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	726	I assure you, however, that the khans have often given their daughters and female relations to the reigning kings of this line.				given,reigning	given,reigning		
726	726	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	727	In this province are found the stones whence azure is made ; 				found,made	found,made		
727	727	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	728	they are plentiful and good.							[]
728	728	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	729	Camlets, too, are woven of camels' hair.				woven	woven	woven	woven
729	729	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	730	The natives live on cattle and the fruits of the earth, and have likewise some merchandise and manufactures.							[]
730	730	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	731	The Christians, as already mentioned, are masters of the land ;				mentioned	mentioned		
731	731	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	732	but there are also idolaters and worshippers of Mohammed.		Mohammed					[]
732	732	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	733	There is likewise a people called Argon, meaning in French Guasmul, that is, mixed of two different races.		Argon,Guasmul		called,meaning	called,meaning		meaning
733	733	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	734	They are handsomer than the others, more prudent and commercial.							[]
734	734	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	735	Know that in this province was the chief seat of Prester John, when he ruled over the Tartars and all the surrounding countries ;		Prester John		was,ruled	was,ruled		was
735	735	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	736	 and this George is the sixth in succession from him.		George					[]
736	736	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	737	This, too, is the place which we in our country call Gog and Magog, but they call it Ung and Mungul ;			Gog and Magog,Ung and Mungul	call	call		
737	737	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	738	and in each province was a different race of people,-in Ung were the Gog, and in Mungul dwelt the Tartars.			Ung,Mungul	was,were,dwelt	was,were,dwelt		was,were
738	738	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	739	When a man rides through that province seven days eastward towards Cathay, he finds many cities and castles.			Cathay				[]
739	739	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	740	 The inhabitants are Mohammedans, idolaters, and Christians ; 							[]
740	740	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	741	they carry on trade, and manufacture fine gilded cloths, called nascisi, with various kinds of silk cloth, and are subject to the great khan.		Khan		manufacture,called	manufacture,called		
741	741	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	742	There is a city named Sindacui, with many manufactures of harness and trappings necessary for an army.			Sindacui	named	named		
742	742	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	743	In the mountains of that country is a place named Idifu, where there is a very productive silver mine.			Idifu	named	named		
743	743	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	744	They have no want Of beasts and birds for hunting.							[]
744	744	1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	745	Now let us depart from this province and its cities, and travel three days, when we shall find a town named Cianganor, in which is a fine palace of the great khan.		Khan	Cianganor	let,depart,travel,find,named	let,depart,travel,find,named	depart,travel	depart,travel
745	745	1	PART 1	51	On the City of Chandu	746	Departing from this city, and travelling three days between north and north-east, you come to another named Chandu,built by Kublai, the great khan now reigning.	Chandu	Kublai,Khan	Chandu	Departing,travelling,named,built,reigning	Departing,travelling,named,built,reigning	Departing,travelling	travelling
746	746	1	PART 1	51	On the City of Chandu	747	Here he has built a most magnificent palace.				built	built		
