	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Gazzeter Location	Gazzeter Person
211	3	PART 1	18	Origin of the Boodhist Religion in Seilan	212	He left the palace, and journeyed into great and trackless mountains, where he spent his whole life virtuously and chastely, observing rigid abstinence ;					
212	3	PART 1	18	Origin of the Boodhist Religion in Seilan	213	 so that had he been a Christian, he must have been a very great saint.					
213	3	PART 1	18	Origin of the Boodhist Religion in Seilan	214	When he died, his corpse was carried to his father, who, on seeing the body of one whom he loved better than himself, was grieved to the heart.					
214	3	PART 1	18	Origin of the Boodhist Religion in Seilan	215	He made an image of him composed of gold and precious stones.					
215	3	PART 1	18	Origin of the Boodhist Religion in Seilan	216	All the people of the country adored him as a god, and they say that he died eighty-four times, becoming first an ox, then a horse, then a dog, and various other animals ; 					
216	3	PART 1	18	Origin of the Boodhist Religion in Seilan	217	but that the eighty-fourth time he became a god, and they worship him as their best and greatest.					
217	3	PART 1	18	Origin of the Boodhist Religion in Seilan	218	These were the first idolaters, from whom all the others in Seilan were descended.			Seilan		Seilan
218	3	PART 1	18	Origin of the Boodhist Religion in Seilan	219	But I assure you, many from the most distant countries come hither on pilgrimage, as Christians to the shrine of St James, and the monument on this mountain is said to be that of the prince, whose teeth, hair, and skull were preserved.					
219	3	PART 1	18	Origin of the Boodhist Religion in Seilan	220	But the Saracens say that it is that of Adam, our first parent.		Adam			
220	3	PART 1	18	Origin of the Boodhist Religion in Seilan	221	God knows which is right, but one cannot believe the latter, for the Scriptures of our holy church assure us that he died in another part of the world.					
221	3	PART 1	18	Origin of the Boodhist Religion in Seilan	222	Now it happened that the great khan, hearing that the tomb of Adam, with the other objects mentioned, was on this mountain, sent, in 1284, a numerous embassy, who travelled by land to the island of Seilan.		Khan,Adam	Seilan		Seilan ,Khan
222	3	PART 1	18	Origin of the Boodhist Religion in Seilan	223	They went to the king, and procured two of the grinding teeth, which were very large, also the hair, and the cup, of beautiful green porphyry.					
223	3	PART 1	18	Origin of the Boodhist Religion in Seilan	224	They then returned, and sent notice to their sovereign of what they were bringing, when he ordered his subjects to go forth and meet these relics of our first father.					
224	3	PART 1	18	Origin of the Boodhist Religion in Seilan	225	All the citizens of Kambalu came out;			Kambalu	Kambalu	
225	3	PART 1	18	Origin of the Boodhist Religion in Seilan	226	the chief men received the sacred objects, and brought them to his majesty, who welcomed them with great joy and reverence.					
226	3	PART 1	18	Origin of the Boodhist Religion in Seilan	227	I assure you, too, they found this cup to be of such virtue, that when food was introduced for one man, there would be enough for five ; 					
227	3	PART 1	18	Origin of the Boodhist Religion in Seilan	228	and the great khan declared he had tried this, and found it the truth.		Khan			Khan
228	3	PART 1	18	Origin of the Boodhist Religion in Seilan	229	Now having told you truly all this history, I will leave it and relate other things.					
229	3	PART 1	19	Kingdoms of Maabar	230	When you depart from Seilan, and go westward about sixty miles,you come to the extensive province of Maabar, on the mainland.	Maabar,India the Greater		Seilan,Maabar	Maabar	Seilan
230	3	PART 1	19	Kingdoms of Maabar	231	It is called India the Greater, and is indeed the noblest and richest country in the whole world.			India the Greater		
231	3	PART 1	19	Kingdoms of Maabar	232	In this province there are five kings, who are brothers, and the one that reigns here is called Senderbandi Davar.		Senderbandi Davar			
232	3	PART 1	19	Kingdoms of Maabar	233	The largest and finest of pearls are found in a gulf between this continent and the island, having nowhere more than ten or twelve paces depth of water, and in some places only two.					
233	3	PART 1	19	Kingdoms of Maabar	234	Vessels, large and small, resort thither from the beginning of April to the middle of May, and cast anchor in a place called Bettalar, about sixty miles out at sea; 					
234	3	PART 1	19	Kingdoms of Maabar	235	they then go in boats and begin the fishery.					
235	3	PART 1	19	Kingdoms of Maabar	236	Many merchants, formed into companies, hire and pay the men employed.					
236	3	PART 1	19	Kingdoms of Maabar	237	They gave a tenth to the king, and a twentieth to the Abraiamain, who enchants the fishes, depriving them of the power to injure the persons who dive under water for the pearls ; 					
237	3	PART 1	19	Kingdoms of Maabar	238	indeed he can enchant also all kinds of beasts and birds.					
238	3	PART 1	19	Kingdoms of Maabar	239	The charm, howevet, lasts only during the day; 					
239	3	PART 1	19	Kingdoms of Maabar	240	at night the animals enjoy full liberty.					
240	3	PART 1	19	Kingdoms of Maabar	241	When the men in the boats have found water four to twelve feet deep, they plunge to the bottom, and get shells called sea-oysters, and within whose flesh are found pearls of all sizes and shapes.					
241	3	PART 1	19	Kingdoms of Maabar	242	These are brought up in very large quantities, and distributed over the world,-the king drawing from them a great revenue.					
242	3	PART 1	19	Kingdoms of Maabar	243	During the rest of the year they are not found here; 					
243	3	PART 1	19	Kingdoms of Maabar	244	but at a place 300 miles distant, where they are taken from September to the middle of October.					
244	3	PART 1	20	Hindoo Customs and Superstitions	245	Now, in all this province of Maabar, there is not a tailor, for the people go naked at every season.	Maabar,India the Greater		 Maabar	Maabar	
245	3	PART 1	20	Hindoo Customs and Superstitions	246	The air is always so temperate, that they wear only a piece of cloth round the middle.					
246	3	PART 1	20	Hindoo Customs and Superstitions	247	The king is dressed just like the others, except that his cloth is finer,and he wears a necklace full set with rubies, sapphires, emeralds, and other precious stones, worth a great treasure.					
247	3	PART 1	20	Hindoo Customs and Superstitions	248	He has also suspended from his neck a silken cord, reaching a pace down, and containing 104 of the largest pearls and most valuable rubies.					
248	3	PART 1	20	Hindoo Customs and Superstitions	249	It is worn because he repeats every day, morning and evening, 104 prayers in honour of his idols.					
249	3	PART 1	20	Hindoo Customs and Superstitions	250	To this he is bound by his faith and religion, by the example and injunction of his ancestors.					
250	3	PART 1	20	Hindoo Customs and Superstitions	251	He wears also round three parts both of his arms and legs, bracelets of gold, full of goodly stones and pearls.					
251	3	PART 1	20	Hindoo Customs and Superstitions	252	In short, the number of his jewels is surprising, being of more value than a handsome city, and no wonder, since they are all produced in his own dominions.					
252	3	PART 1	20	Hindoo Customs and Superstitions	253	No man is allowed to export either a pearl or stone of great value, but must produce it to him, and as he gives double its cost, they do so very willingly, whence he has collected so ample a store.					
253	3	PART 1	20	Hindoo Customs and Superstitions	254	Now I must tell you of other marvellous things: he has 500 wives ; 					
254	3	PART 1	20	Hindoo Customs and Superstitions	255	and as soon as he sees a beautiful lady, takes and keeps her for himself.					
255	3	PART 1	20	Hindoo Customs and Superstitions	256	He did the same in the case of a very handsome wife of his brother, who, being a prudent man, submitted, and did not quarrel on that account.					
256	3	PART 1	20	Hindoo Customs and Superstitions	257	The king has certain faithful adherents, who attend him on horseback wherever he goes, and hold great commands under him ; 					
257	3	PART 1	20	Hindoo Customs and Superstitions	258	nay, what is wonderful, they serve him both in this and in the other world.					
258	3	PART 1	20	Hindoo Customs and Superstitions	259	Whenever he dies, and his body is thrown into a great fire, these vassals throw themselves after him, that they may accompany and serve him still in the future state.					
259	3	PART 1	20	Hindoo Customs and Superstitions	260	It is the national custom that, when the king dies, and leaves a great treasure, his son will not spend it for the world; 					
260	3	PART 1	20	Hindoo Customs and Superstitions	261	saying, I have all my father's kingdom and people, why should I not support myself as he did.					
261	3	PART 1	20	Hindoo Customs and Superstitions	262	Thus the treasure collected in this kingdom becomes immense.					
262	3	PART 1	20	Hindoo Customs and Superstitions	263	In this country no horses are reared, and hence the greater part of the revenue is employed in obtaining them from foreign regions.					
263	3	PART 1	20	Hindoo Customs and Superstitions	264	The merchants of Curmos, of Quisci, of Dufar, of Soer, and of Aden, whose provinces contain many steeds of fine quality, purchase, embark, and bring them to the king and his four princely brothers, selling them for 500 sagi of gold, worth more than 100 marcs of silver.			Curmos,Quisci,Dufar,Soer, Aden	Dufar, Aden	
264	3	PART 1	20	Hindoo Customs and Superstitions	265	I assure you, this monarch buys annually more than 2000, but, by the end of the year, they are all dead, from wanting the medicine necessary to keep them in health.					
