chapterNo,chapterTitle,sectionNo,SentenceNo,sectionTitle,sentence,Person,Location
1,PART 1,13,198,Wicked Administration of Achmac-Insurrection,"The grand khan, having acquired the sovereignty of Kataia, not by any legitimate right, but solely by force of arms, placed no confidence in the natives, and therefore intrusted ail the provincial governments to Tartars, Saracens, Christians, and other foreigners belonging to his household.",khan,Kataia
1,PART 1,13,199,Wicked Administration of Achmac-Insurrection,"From this cause his reign was universally detested by the people, who found themselves treated as slaves by the Tartars, and still worse by the Saracens.",,
1,PART 1,13,200,Wicked Administration of Achmac-Insurrection,"Vanku and Chenku, having thus arranged their plans, succeeded at night in entering the palace; ","Vanku,Chenku",
1,PART 1,13,201,Wicked Administration of Achmac-Insurrection,"when the former placed himself on one of the royal seats, made the apartment be lighted up, and sent a messenger to Achmac, then residing in the old city.",Achmac,
1,PART 1,13,202,Wicked Administration of Achmac-Insurrection,"He professed to come from Gengis, the emperor's son, who, he said, had unexpectedly arrived, and required his immediate attendance.",Gengis,
1,PART 1,13,203,Wicked Administration of Achmac-Insurrection,The viceroy was much surprised by this intelligence ; ,,
1,PART 1,13,204,Wicked Administration of Achmac-Insurrection,"but, as he stood in awe of the prince, he presently obeyed.",,
1,PART 1,13,205,Wicked Administration of Achmac-Insurrection,"On passing the gate of the new city, he met the Tartar officer named Kogatai, who commanded the guard of 12,000 men, and who asked him whither hewas going at that late hour.",Kogatai,
1,PART 1,13,206,Wicked Administration of Achmac-Insurrection,"He stated his intention of waiting upon Gengis, whose arrival had just been announced to him.",Gengis,
1,PART 1,13,207,Wicked Administration of Achmac-Insurrection,"""It is very surprising,"" said the officer, ""how he should have come so secretly that I was not apprized of it, so as to send a party of guards to attend him.""",,
1,PART 1,13,208,Wicked Administration of Achmac-Insurrection,"The two Kataians, meantime, felt confident, that if they could succeed in despatching Achmac, they had nothing farther to fear.",Achmac,
1,PART 1,13,209,Wicked Administration of Achmac-Insurrection,"On entering the palace, and seeing so many lights blazing, he prostrated himself before Vanku, whom he supposed to be the prince, when Chenku, who held a sword ready in his hand, severed his head from his body.","Vanku,Chenku",
1,PART 1,13,210,Wicked Administration of Achmac-Insurrection,Kogatai had stopped at the door ; ,Kogatai,
1,PART 1,13,211,Wicked Administration of Achmac-Insurrection,"but, seeing this catastrophe, he exclaimed that treason was at work, and presently discharged an arrow, which slew Vanku as he sat upon the throne.",Vanku,
1,PART 1,13,212,Wicked Administration of Achmac-Insurrection,"He then caused his men to seize the other, and despatched an order to the city to kill every one who should be found abroad.",,
1,PART 1,13,213,Wicked Administration of Achmac-Insurrection,"The Kataians, however, seeing the conspiracy discovered, one of their chiefs killed, and the survivor a prisoner, remained in their houses, and could not make the concerted signals to the other towns.",,
1,PART 1,13,214,Wicked Administration of Achmac-Insurrection,"Kogatai lost no time in sending messengers with a particular relation of these events to the khan, who, in reply, ordered him diligently to investigate the conspiracy, and to punish according to the degree of their guilt those found implicated in it.","Kogatai,khan",
1,PART 1,13,215,Wicked Administration of Achmac-Insurrection,"Next day, after receiving this command, he examined all the Kataians, and inflicted the punishment of death on the ringleaders.",,
1,PART 1,13,216,Wicked Administration of Achmac-Insurrection,Other cities known to have participated in the guilt suffered similar inflictions.,,
1,PART 1,13,217,Wicked Administration of Achmac-Insurrection,"When his majesty returned to Kambalu, he inquired eagerly into the cause of this disturbance, and learned that the infamous Achmac and seven of his sons (the others being less culpable) had committed several enormities.",Achmac,Kambalu
1,PART 1,13,218,Wicked Administration of Achmac-Insurrection," He gave orders that the treasure, which he had accumulated to an incredible amount, should be removed from his place of residence to the new city, where it was lodged in his own treasury.",,
1,PART 1,13,219,Wicked Administration of Achmac-Insurrection,"He directed even that his corpse should be disinterred, and thrown into the street, where the dogs might tear it in pieces.",,
1,PART 1,13,220,Wicked Administration of Achmac-Insurrection,"The sons, who had pursued the same criminal course with their father, were ordered to be flayed alive.",,
1,PART 1,13,221,Wicked Administration of Achmac-Insurrection,"Considering also the principles of the accursed sect of the Saracens, which allow them to indulge in the commission of every crime, and even to murder those who differ from them on points of belief, whence even the detestable Achmac and his sons might have imagined themselves guiltless, he regarded the whole body with contempt and abomination.",Achmac,
1,PART 1,13,222,Wicked Administration of Achmac-Insurrection,"Summoning them to his presence, he forbade the continuance of many practices enjoined in their law, ordering that in future their marriages should be arranged according to the Tartar custom ; ",,
1,PART 1,13,223,Wicked Administration of Achmac-Insurrection,"and that, in killing animals for food, instead of cutting their throats, they should rip open the stomach.",,
1,PART 1,13,224,Wicked Administration of Achmac-Insurrection,Marco Polo was on the spot when these events took place.,Marco Polo,
1,PART 1,14,225,Guards of the Great Khan,"When the great khan holds a court, he is guarded, on account of his excellency and honour, by 12,000 horsemen, who are called quiesitan, that is, faithful servants of their lord; ",khan,
1,PART 1,14,226,Guards of the Great Khan,and this he does not from fear but regard to his high dignity.,,
1,PART 1,14,227,Guards of the Great Khan,"Over these 12,000 are four captains, so that each commands 3000; ",,
1,PART 1,14,228,Guards of the Great Khan,"and they keep guard in turn three days and three nights, eating and drinking at the expense of the prince.",,
1,PART 1,14,229,Guards of the Great Khan,"Then they go away, and another party comes ; ",,
1,PART 1,14,230,Guards of the Great Khan,and so they proceed throughout the whole year.,,
1,PART 1,15,231,The Magnificence of his Festivals,"When the khan wishes to celebrate a splendid festival, the tables are so arranged that his is much higher than the others, and he sits on the north, with his face toward the south.",khan,
1,PART 1,15,232,The Magnificence of his Festivals,"His first wife is seated beside him on the left, while, on the right, are his sons and nephews, and all those of imperial lineage, who are so stationed that their head is on a level with the feet of the monarch.",,
1,PART 1,15,233,The Magnificence of his Festivals,The barons sit still lower; ,,
1,PART 1,15,234,The Magnificence of his Festivals,"while the ladies, daughters, and female relations of the khan are placed beneath the queen on the left side, and under them all the wives of the barons ; ",khan,
1,PART 1,15,235,The Magnificence of his Festivals,every class knows the spot where they ought to sit.,,
1,PART 1,15,236,The Magnificence of his Festivals,"The tables are so arranged that the monarch can see all the company, who are very numerous ; ",,
1,PART 1,15,237,The Magnificence of his Festivals,"and outside of that hall there eat more than 40,000 persons, who have come with presents or remarkable objects from foreign parts, and attend on the days when he holds a court or celebrates a marriage.",,
1,PART 1,15,238,The Magnificence of his Festivals,"In the midst of this hall is a very large vessel of fine gold, containing wine, and on each side two smaller ones, whence the liquor is poured out into flagons, each containing fully enough for eight men ; ",,
1,PART 1,15,239,The Magnificence of his Festivals,"and one of these is placed between every two guests, who have besides separate cups of gold to drink out of.",,
1,PART 1,15,240,The Magnificence of his Festivals,"This supply of plate is of very great value, and indeed the khan has so many vessels of gold and silver that none without seeing could possibly believe it.",khan,
1,PART 1,15,241,The Magnificence of his Festivals,"At each door of the great hall, or of any part of the palace occupied by his majesty, stand two officers of gigantic height, holding in their hands staves, to prevent persons who enter from touching the threshold.",,
1,PART 1,15,242,The Magnificence of his Festivals,"If any one chances to commit this offence, they take from him his garment, which he must redeem by a payment, or if they spare his dress, inflict at least a number of blows fixed by authority.",,
1,PART 1,15,243,The Magnificence of his Festivals,"As strangers may not be aware of this prohibition, officers are appointed to warn them of it at the time of introduction.",,
